"","STUDY_ID.1","STUDY_ID","REVIEWERS","INCLUDE.x","INCLUDE.1","TITLE","AU","PY","ABSTRACT","X","dec","INCLUDE.y"
"786",5746,66,"Xutong","NO","MAYBE","Community-level waterbird responses to water hyacinth (eichhornia crassipes)","VILLAMAGNA AMY M;MURPHY BRIAN R;KARPANTY SARAH M",2012,"Water hyacinth is among the most widespread invasive plants worldwide; however, its effects on waterbirds are largely undocumented. We monitored site use by waterbirds at lake chapala, the largest lake in mexico and recently designated ramsar site, to evaluate the potential influence of water hyacinth cover on species composition and aggregate measures of the waterbird community, including waterbird density, species richness, and simpson's index of diversity. We examined the response of waterbirds to changes in percent water hyacinth cover at 22 independent sites around the lake during six study seasons from may 2006 to february 2008. We found little evidence to suggest that percent water hyacinth cover affected aggregate community measures; however, multivariate analysis of relative species composition suggested that water hyacinth cover corresponded with seasonal species composition (canonical correspondence r = 0.66, p = 0.007) when seasonal site cover averaged 17.7 +/- 4.67% (winter 2007). Several migratory species were not observed during this season, which could suggest that some small-bodied migratory species avoided lake chapala during the winter of high water hyacinth cover. We suspect that observed changes in the waterbird community are in response to species-specific tolerances for water hyacinth and indirect abiotic and biotic effects of its presence (e.g., invertebrate and fish composition).",NA,0,2
"790",5804,129,"Aurora","YES","MAYBE","Effects of vegetation cover, presence of a native ant species, and human disturbance on colonization by argentine ants","FITZGERALD KATHERINE;GORDON DEBORAH M",2012,"The spread of non-native invasive species is affected by human activity, vegetation cover, weather, and interaction with native species. We analyzed data from a 17-year study of the distribution of the non-native argentine ant (linepithema humile) and the native winter ant (prenolepis imparis) in a preserve in northern california (u.s.a.). We conducted logistic regressions and used model selection to determine whether the following variables were associated with changes in the distribution of each species: presence of conspecifics at neighboring sites, distance to development (e.g., roads, buildings, and landscaped areas), proportion of vegetation cover taller than 0.75 m, elevation, distance to water, presence of both species at a site, temperature, and rainfall. Argentine ants colonized unoccupied sites from neighboring sites, but the probability of appearance and persistence decreased as distance to development, vegetation cover, and elevation increased. Winter ants appeared and persisted in sites with relatively high vegetation cover (i.e., highly shaded sites). Presence of the 2 species was negatively associated in sites with high vegetation cover (more winter ants) and sites near development (more argentine ants). Probability of colonization of argentine ants decreased where winter ants were most persistent. At sites near development within the preserve, abundant argentine ant populations may be excluding winter ants. The high abundance of argentine ants at these sites may be due to immigration from suburban areas outside the preserve, which are high-quality habitat for argentine ants. In the interior of the preserve, distance from development, low-quality habitat, and interaction with winter ants may in combination exclude argentine ants. Interactions among the variables we examined were associated with low probabilities of argentine ant colonization in the preserve.",NA,1,2
"791",5804,129,"Xutong","NO","MAYBE","Effects of vegetation cover, presence of a native ant species, and human disturbance on colonization by argentine ants","FITZGERALD KATHERINE;GORDON DEBORAH M",2012,"The spread of non-native invasive species is affected by human activity, vegetation cover, weather, and interaction with native species. We analyzed data from a 17-year study of the distribution of the non-native argentine ant (linepithema humile) and the native winter ant (prenolepis imparis) in a preserve in northern california (u.s.a.). We conducted logistic regressions and used model selection to determine whether the following variables were associated with changes in the distribution of each species: presence of conspecifics at neighboring sites, distance to development (e.g., roads, buildings, and landscaped areas), proportion of vegetation cover taller than 0.75 m, elevation, distance to water, presence of both species at a site, temperature, and rainfall. Argentine ants colonized unoccupied sites from neighboring sites, but the probability of appearance and persistence decreased as distance to development, vegetation cover, and elevation increased. Winter ants appeared and persisted in sites with relatively high vegetation cover (i.e., highly shaded sites). Presence of the 2 species was negatively associated in sites with high vegetation cover (more winter ants) and sites near development (more argentine ants). Probability of colonization of argentine ants decreased where winter ants were most persistent. At sites near development within the preserve, abundant argentine ant populations may be excluding winter ants. The high abundance of argentine ants at these sites may be due to immigration from suburban areas outside the preserve, which are high-quality habitat for argentine ants. In the interior of the preserve, distance from development, low-quality habitat, and interaction with winter ants may in combination exclude argentine ants. Interactions among the variables we examined were associated with low probabilities of argentine ant colonization in the preserve.",NA,0,2
"792",5804,129,"Yingjie","YES","MAYBE","Effects of vegetation cover, presence of a native ant species, and human disturbance on colonization by argentine ants","FITZGERALD KATHERINE;GORDON DEBORAH M",2012,"The spread of non-native invasive species is affected by human activity, vegetation cover, weather, and interaction with native species. We analyzed data from a 17-year study of the distribution of the non-native argentine ant (linepithema humile) and the native winter ant (prenolepis imparis) in a preserve in northern california (u.s.a.). We conducted logistic regressions and used model selection to determine whether the following variables were associated with changes in the distribution of each species: presence of conspecifics at neighboring sites, distance to development (e.g., roads, buildings, and landscaped areas), proportion of vegetation cover taller than 0.75 m, elevation, distance to water, presence of both species at a site, temperature, and rainfall. Argentine ants colonized unoccupied sites from neighboring sites, but the probability of appearance and persistence decreased as distance to development, vegetation cover, and elevation increased. Winter ants appeared and persisted in sites with relatively high vegetation cover (i.e., highly shaded sites). Presence of the 2 species was negatively associated in sites with high vegetation cover (more winter ants) and sites near development (more argentine ants). Probability of colonization of argentine ants decreased where winter ants were most persistent. At sites near development within the preserve, abundant argentine ant populations may be excluding winter ants. The high abundance of argentine ants at these sites may be due to immigration from suburban areas outside the preserve, which are high-quality habitat for argentine ants. In the interior of the preserve, distance from development, low-quality habitat, and interaction with winter ants may in combination exclude argentine ants. Interactions among the variables we examined were associated with low probabilities of argentine ant colonization in the preserve.",NA,1,2
"793",5828,102,"Ruishan","YES","MAYBE","wildlife sinks: quantifying the impact of illegal bird trade in street markets in brazil","SILVA REGUEIRA RODRIGO FARIAS;BERNARD ENRICO",2012,"illegal wildlife trade is a widespread activity with direct impacts on biodiversity and street markets are frequently pointed out as hotspots in the wildlife trade route. however, due to its illegal character, it is difficult to accurately estimate how many individuals and how much money are handled by traders. precise data on the number of individuals and species involved, and the drivers behind the illegal wildlife trade are essential for fighting it. we use the example of the metropolitan area of recife, in northeastern brazil, a well-known route of illegal wildlife in the country, to access the extent and impact street markets may have on biodiversity. we present quantitative and qualitative information on the illegal trade of wild birds in eight street markets in the area, indicating which species are preferred and why, estimating the number of animals and the volume of money involved, and quantifying the impact that the removal of those animals may have. we observed a high and diversified species offer, biased towards adult male songbirds, with birds of 15 families and 55 species on sale. birds are kept in poor conditions and some individuals are sold for as little as us$ 1.00. however, we projected that up to 50,000 wild birds may be sold annually in the markets surveyed, including possibly 16,800 individuals of sporophila nigricollis (the yellow-bellied seedeater), the most frequently observed species. the activity is profitable and may deal with significant amounts of money (up to nearly us$ 630,000.00/year). the numbers involved indicate that street markets are significant wildlife sinks, with a large and frequently ignored impact that must be taken into account in the control and conservation of the biodiversity, not just in brazil but elsewhere. (c) 2012 elsevier ltd. all rights reserved.",NA,1,2
"794",5828,102,"Min","YES","MAYBE","wildlife sinks: quantifying the impact of illegal bird trade in street markets in brazil","SILVA REGUEIRA RODRIGO FARIAS;BERNARD ENRICO",2012,"Illegal wildlife trade is a widespread activity with direct impacts on biodiversity and street markets are frequently pointed out as hotspots in the wildlife trade route. however, due to its illegal character, it is difficult to accurately estimate how many individuals and how much money are handled by traders. precise data on the number of individuals and species involved, and the drivers behind the illegal wildlife trade are essential for fighting it. we use the example of the metropolitan area of recife, in northeastern brazil, a well-known route of illegal wildlife in the country, to access the extent and impact street markets may have on biodiversity. we present quantitative and qualitative information on the illegal trade of wild birds in eight street markets in the area, indicating which species are preferred and why, estimating the number of animals and the volume of money involved, and quantifying the impact that the removal of those animals may have. we observed a high and diversified species offer, biased towards adult male songbirds, with birds of 15 families and 55 species on sale. birds are kept in poor conditions and some individuals are sold for as little as us$ 1.00. however, we projected that up to 50,000 wild birds may be sold annually in the markets surveyed, including possibly 16,800 individuals of sporophila nigricollis (the yellow-bellied seedeater), the most frequently observed species. the activity is profitable and may deal with significant amounts of money (up to nearly us$ 630,000.00/year). the numbers involved indicate that street markets are significant wildlife sinks, with a large and frequently ignored impact that must be taken into account in the control and conservation of the biodiversity, not just in brazil but elsewhere. (c) 2012 elsevier ltd. all rights reserved.",NA,1,2
"795",5828,102,"Veronica","NO","MAYBE","wildlife sinks: quantifying the impact of illegal bird trade in street markets in brazil","SILVA REGUEIRA RODRIGO FARIAS;BERNARD ENRICO",2012,"illegal wildlife trade is a widespread activity with direct impacts on biodiversity and street markets are frequently pointed out as hotspots in the wildlife trade route. however, due to its illegal character, it is difficult to accurately estimate how many individuals and how much money are handled by traders. precise data on the number of individuals and species involved, and the drivers behind the illegal wildlife trade are essential for fighting it. we use the example of the metropolitan area of recife, in northeastern brazil, a well-known route of illegal wildlife in the country, to access the extent and impact street markets may have on biodiversity. we present quantitative and qualitative information on the illegal trade of wild birds in eight street markets in the area, indicating which species are preferred and why, estimating the number of animals and the volume of money involved, and quantifying the impact that the removal of those animals may have. we observed a high and diversified species offer, biased towards adult male songbirds, with birds of 15 families and 55 species on sale. birds are kept in poor conditions and some individuals are sold for as little as us$ 1.00. however, we projected that up to 50,000 wild birds may be sold annually in the markets surveyed, including possibly 16,800 individuals of sporophila nigricollis (the yellow-bellied seedeater), the most frequently observed species. the activity is profitable and may deal with significant amounts of money (up to nearly us$ 630,000.00/year). the numbers involved indicate that street markets are significant wildlife sinks, with a large and frequently ignored impact that must be taken into account in the control and conservation of the biodiversity, not just in brazil but elsewhere. (c) 2012 elsevier ltd. all rights reserved.",NA,0,2
"802",5982,130,"Aurora","YES","MAYBE","Impacts of seasonal small-scale urbanization on nest predation and bird assemblages at tourist destinations","KAISANLAHTI-JOKIMAKI MARJA-LIISA;JOKIMAKI JUKKA;HUHTA ESA;SIIKAMAKI PIRKKO",2012,"Urbanization and urban sprawl may have a fundamental effect on bird assemblages. Northern tourist destinations are nowadays like towns with high numbers of people during the peak seasons and the urban structure of the nearby landscape. In this study, our aim was to investigate the effects of tourist destinations on nest predation risk, potential nest predator abundance, and the assemblages of birds across an urban gradient from uninhabited forests via tourist destinations to towns in northern finland. The impact of the relatively small-scale seasonal tourist destinations (ski resorts in our case) in areas close to the wilderness end of the urban-rural-wildland gradient has not received attention before. Our data include all the main ski resorts located in northern finland and their surrounding forest areas as well as the biggest towns located within the study area. We evaluated nest predation risk by means of an artificial ground nest predation experiment. The abundance of potential nest predators as well as bird community assemblages were evaluated using the point count method. Our results showed that artificial ground nests preyed upon and the abundance of corvids increased with increasing urbanization, and the proportional abundance of ground-nesting species decreased with increasing urbanization. Nest losses, the abundance of corvids, and the proportional abundance of ground-nesting species were intermediate in the tourist destinations when compared to the towns and forests. Our results indicated that seasonal ski resorts may have negative impacts on bird assemblages, and more attention should be paid to area planning in tourist destinations and their surroundings. These results have significant implications for improving land use planning of northern ski resorts and conserving birds at seasonal tourist towns.",NA,1,3
"803",5982,130,"Yingjie","YES","MAYBE","Impacts of seasonal small-scale urbanization on nest predation and bird assemblages at tourist destinations","KAISANLAHTI-JOKIMAKI MARJA-LIISA;JOKIMAKI JUKKA;HUHTA ESA;SIIKAMAKI PIRKKO",2012,"Urbanization and urban sprawl may have a fundamental effect on bird assemblages. Northern tourist destinations are nowadays like towns with high numbers of people during the peak seasons and the urban structure of the nearby landscape. In this study, our aim was to investigate the effects of tourist destinations on nest predation risk, potential nest predator abundance, and the assemblages of birds across an urban gradient from uninhabited forests via tourist destinations to towns in northern finland. The impact of the relatively small-scale seasonal tourist destinations (ski resorts in our case) in areas close to the wilderness end of the urban-rural-wildland gradient has not received attention before. Our data include all the main ski resorts located in northern finland and their surrounding forest areas as well as the biggest towns located within the study area. We evaluated nest predation risk by means of an artificial ground nest predation experiment. The abundance of potential nest predators as well as bird community assemblages were evaluated using the point count method. Our results showed that artificial ground nests preyed upon and the abundance of corvids increased with increasing urbanization, and the proportional abundance of ground-nesting species decreased with increasing urbanization. Nest losses, the abundance of corvids, and the proportional abundance of ground-nesting species were intermediate in the tourist destinations when compared to the towns and forests. Our results indicated that seasonal ski resorts may have negative impacts on bird assemblages, and more attention should be paid to area planning in tourist destinations and their surroundings. These results have significant implications for improving land use planning of northern ski resorts and conserving birds at seasonal tourist towns.",NA,1,3
"804",5982,130,"Xutong","YES","MAYBE","Impacts of seasonal small-scale urbanization on nest predation and bird assemblages at tourist destinations","KAISANLAHTI-JOKIMAKI MARJA-LIISA;JOKIMAKI JUKKA;HUHTA ESA;SIIKAMAKI PIRKKO",2012,"Urbanization and urban sprawl may have a fundamental effect on bird assemblages. Northern tourist destinations are nowadays like towns with high numbers of people during the peak seasons and the urban structure of the nearby landscape. In this study, our aim was to investigate the effects of tourist destinations on nest predation risk, potential nest predator abundance, and the assemblages of birds across an urban gradient from uninhabited forests via tourist destinations to towns in northern finland. The impact of the relatively small-scale seasonal tourist destinations (ski resorts in our case) in areas close to the wilderness end of the urban-rural-wildland gradient has not received attention before. Our data include all the main ski resorts located in northern finland and their surrounding forest areas as well as the biggest towns located within the study area. We evaluated nest predation risk by means of an artificial ground nest predation experiment. The abundance of potential nest predators as well as bird community assemblages were evaluated using the point count method. Our results showed that artificial ground nests preyed upon and the abundance of corvids increased with increasing urbanization, and the proportional abundance of ground-nesting species decreased with increasing urbanization. Nest losses, the abundance of corvids, and the proportional abundance of ground-nesting species were intermediate in the tourist destinations when compared to the towns and forests. Our results indicated that seasonal ski resorts may have negative impacts on bird assemblages, and more attention should be paid to area planning in tourist destinations and their surroundings. These results have significant implications for improving land use planning of northern ski resorts and conserving birds at seasonal tourist towns.",NA,1,3
"829",6254,69,"Ming","YES","MAYBE","Faunal mortality on roads due to religious tourism across time and space in protected areas: a case study from south india","SESHADRI K S;GANESH T",2011,"the presence of roads in any landscape is known to negatively influence terrestrial and aquatic ecosystems. many tourist destinations and religious enclaves in developing countries are inside protected areas (pa). they are well connected by roads and attract thousands of visitors. the effect of such large human congregations inside pa on biodiversity is not well understood. here, we address the impacts of increased vehicular traffic due to religious tourism on local fauna inside the kalakad mundanthurai tiger reserve in south india. we sampled sections of surfaced roads for mortalities before and during an annual festival across three habitats in 2008 and 2009. millipedes, anurans, insects and reptiles dominated the mortalities and mammals avoided the roads. a total of 1413 individuals belonging to 56 species were killed on roads. nocturnal species constituted 50% of these mortalities and 64% of the species composition. there was a 299% increase in road mortalities and 648% increase in nocturnal species mortality during the festival compared to those before the festival. mean mortalities varied across habitats and were highest in moist deciduous forests. mortalities were influenced significantly by vehicular traffic rather than rainfall. indications of a temporary local extinction were evident beyond certain threshold of vehicular movement. the number of vehicles plying on the roads was three times higher than the threshold level as determined in this study. the festival also had a spillover effect by causing increased mortalities on roads not connected to the temple. we discuss several strategies to minimize impacts due to large scale vehicular movement inside protected areas. (c) 2011 elsevier b.v. all rights reserved.",25,1,2
"830",6254,69,"EmilyD","NO","MAYBE","Faunal mortality on roads due to religious tourism across time and space in protected areas: a case study from south india","SESHADRI K S;GANESH T",2011,"the presence of roads in any landscape is known to negatively influence terrestrial and aquatic ecosystems. many tourist destinations and religious enclaves in developing countries are inside protected areas (pa). they are well connected by roads and attract thousands of visitors. the effect of such large human congregations inside pa on biodiversity is not well understood. here, we address the impacts of increased vehicular traffic due to religious tourism on local fauna inside the kalakad mundanthurai tiger reserve in south india. we sampled sections of surfaced roads for mortalities before and during an annual festival across three habitats in 2008 and 2009. millipedes, anurans, insects and reptiles dominated the mortalities and mammals avoided the roads. a total of 1413 individuals belonging to 56 species were killed on roads. nocturnal species constituted 50% of these mortalities and 64% of the species composition. there was a 299% increase in road mortalities and 648% increase in nocturnal species mortality during the festival compared to those before the festival. mean mortalities varied across habitats and were highest in moist deciduous forests. mortalities were influenced significantly by vehicular traffic rather than rainfall. indications of a temporary local extinction were evident beyond certain threshold of vehicular movement. the number of vehicles plying on the roads was three times higher than the threshold level as determined in this study. the festival also had a spillover effect by causing increased mortalities on roads not connected to the temple. we discuss several strategies to minimize impacts due to large scale vehicular movement inside protected areas. (c) 2011 elsevier b.v. all rights reserved.",25,0,2
"831",6254,69,"Anna","YES","MAYBE","Faunal mortality on roads due to religious tourism across time and space in protected areas: a case study from south india","SESHADRI K S;GANESH T",2011,"The presence of roads in any landscape is known to negatively influence terrestrial and aquatic ecosystems. Many tourist destinations and religious enclaves in developing countries are inside protected areas (pa). They are well connected by roads and attract thousands of visitors. The effect of such large human congregations inside pa on biodiversity is not well understood. Here, we address the impacts of increased vehicular traffic due to religious tourism on local fauna inside the kalakad mundanthurai tiger reserve in south india. We sampled sections of surfaced roads for mortalities before and during an annual festival across three habitats in 2008 and 2009. Millipedes, anurans, insects and reptiles dominated the mortalities and mammals avoided the roads. A total of 1413 individuals belonging to 56 species were killed on roads. Nocturnal species constituted 50% of these mortalities and 64% of the species composition. There was a 299% increase in road mortalities and 648% increase in nocturnal species mortality during the festival compared to those before the festival. Mean mortalities varied across habitats and were highest in moist deciduous forests. Mortalities were influenced significantly by vehicular traffic rather than rainfall. Indications of a temporary local extinction were evident beyond certain threshold of vehicular movement. The number of vehicles plying on the roads was three times higher than the threshold level as determined in this study. The festival also had a spillover effect by causing increased mortalities on roads not connected to the temple. We discuss several strategies to minimize impacts due to large scale vehicular movement inside protected areas. (C) 2011 elsevier b.v. All rights reserved.",NA,1,2
"844",6418,83,"EmilyD","YES","MAYBE","Effects of road age and distance on plant biodiversity: a case study in the yellow river delta of china","ZENG SHENG-LAN;ZHANG TING-TING;GAO YU;OUYANG ZU-TAO;CHEN JIA-KUAN;LI BO;ZHAO BIN",2011,"a majority of ecological studies of roads have usually focused on their deleterious effect, and these preconceptions have hampered a full evaluation of ecological functions of roads. we examined the effect of road disturbance on plant communities by investigating roadside vegetation in the protogenic road ecosystem of the yellow river delta (yrd), china. specifically, we examined the effect of distance from the road verge and road age on the pattern of plant species richness, diversity, and composition at 17 sites. the results revealed that roads retained higher species richness adjacent to the road verge than far away from the road verge (> 200 m). additionally, species richness and diversity of roadside plants significantly decreased as the distance from the road verge increased. plant species richness and diversity increased with road age in majority of prescribed distances, while species richness at the road verge significantly increased with road age and peaked at a road age of 20 years, after which species richness plateaued. a correspondence analysis illuminated that the roadside vegetation primarily consists of non-halophytic native species. the percentage of halophytes increased with the distance from the road verge and decreased with road age. additionally, different performances of alien and native species in response to road disturbance were observed. furthermore, it is worth noting that roadside environments provide survival habitats for some threatened species, such as wild soybean. in the present study, both positive and negative effects of roads on the plant community were observed from road construction to the long-term operational phases.",99,1,2
"845",6418,83,"Anna","YES","MAYBE","Effects of road age and distance on plant biodiversity: a case study in the yellow river delta of china","ZENG SHENG-LAN;ZHANG TING-TING;GAO YU;OUYANG ZU-TAO;CHEN JIA-KUAN;LI BO;ZHAO BIN",2011,"A majority of ecological studies of roads have usually focused on their deleterious effect, and these preconceptions have hampered a full evaluation of ecological functions of roads. We examined the effect of road disturbance on plant communities by investigating roadside vegetation in the protogenic road ecosystem of the yellow river delta (yrd), china. Specifically, we examined the effect of distance from the road verge and road age on the pattern of plant species richness, diversity, and composition at 17 sites. The results revealed that roads retained higher species richness adjacent to the road verge than far away from the road verge (> 200 m). Additionally, species richness and diversity of roadside plants significantly decreased as the distance from the road verge increased. Plant species richness and diversity increased with road age in majority of prescribed distances, while species richness at the road verge significantly increased with road age and peaked at a road age of 20 years, after which species richness plateaued. A correspondence analysis illuminated that the roadside vegetation primarily consists of non-halophytic native species. The percentage of halophytes increased with the distance from the road verge and decreased with road age. Additionally, different performances of alien and native species in response to road disturbance were observed. Furthermore, it is worth noting that roadside environments provide survival habitats for some threatened species, such as wild soybean. In the present study, both positive and negative effects of roads on the plant community were observed from road construction to the long-term operational phases.",NA,1,2
"846",6418,83,"Ming","NO","MAYBE","Effects of road age and distance on plant biodiversity: a case study in the yellow river delta of china","ZENG SHENG-LAN;ZHANG TING-TING;GAO YU;OUYANG ZU-TAO;CHEN JIA-KUAN;LI BO;ZHAO BIN",2011,"a majority of ecological studies of roads have usually focused on their deleterious effect, and these preconceptions have hampered a full evaluation of ecological functions of roads. we examined the effect of road disturbance on plant communities by investigating roadside vegetation in the protogenic road ecosystem of the yellow river delta (yrd), china. specifically, we examined the effect of distance from the road verge and road age on the pattern of plant species richness, diversity, and composition at 17 sites. the results revealed that roads retained higher species richness adjacent to the road verge than far away from the road verge (> 200 m). additionally, species richness and diversity of roadside plants significantly decreased as the distance from the road verge increased. plant species richness and diversity increased with road age in majority of prescribed distances, while species richness at the road verge significantly increased with road age and peaked at a road age of 20 years, after which species richness plateaued. a correspondence analysis illuminated that the roadside vegetation primarily consists of non-halophytic native species. the percentage of halophytes increased with the distance from the road verge and decreased with road age. additionally, different performances of alien and native species in response to road disturbance were observed. furthermore, it is worth noting that roadside environments provide survival habitats for some threatened species, such as wild soybean. in the present study, both positive and negative effects of roads on the plant community were observed from road construction to the long-term operational phases.",99,0,2
"850",6493,85,"Anna","YES","MAYBE","Influence of exurban development on bird species richness and diversity","SUAREZ-RUBIO MARCELA;LEIMGRUBER PETER;RENNER SWEN C",2011,"Exurban development is an accelerating land use trend in the united states with new housing units emerging in formerly closed forests. Conservation practitioners and planners suspect exurban development alters ecological processes and biodiversity to a considerable larger extent than suspected by inhabitants of exurban development areas, but empirical support for this assertion is lacking. To examine the consequences of exurban development, we studied forest bird communities in exurban development and forests located in and around shenandoah national park and massanutten mountain in northern virginia, usa. We conducted point-count surveys for birds three times at 106 sample locations from april to july 2006. We recorded 44 species in total; 30 species were present in both exurban development and forests, 9 species were only found in exurban development, and 5 species only in forest. Bird species composition differed significantly between land-use types based on analysis in a multi-response permutation procedure (mrpp; p < 0.01). Relative bird abundance for forest specialist species changed significantly in exurban development versus forest (t test, p < 0.05). Three species, american robin turdus migratorius, northern cardinal cardinalis cardinalis, and common grackle quiscalus quiscula were indicators of exurban development. Indicators of forest were carolina chickadee poecile carolinensis, eastern towhee pipilo erythrophthalmus, and wood thrush hylocichla mustelina. Our study demonstrates that exurban development alters bird community composition and relative abundance of forest specialist species.",NA,1,2
"851",6493,85,"EmilyD","YES","MAYBE","Influence of exurban development on bird species richness and diversity","SUAREZ-RUBIO MARCELA;LEIMGRUBER PETER;RENNER SWEN C",2011,"exurban development is an accelerating land use trend in the united states with new housing units emerging in formerly closed forests. conservation practitioners and planners suspect exurban development alters ecological processes and biodiversity to a considerable larger extent than suspected by inhabitants of exurban development areas, but empirical support for this assertion is lacking. to examine the consequences of exurban development, we studied forest bird communities in exurban development and forests located in and around shenandoah national park and massanutten mountain in northern virginia, usa. we conducted point-count surveys for birds three times at 106 sample locations from april to july 2006. we recorded 44 species in total; 30 species were present in both exurban development and forests, 9 species were only found in exurban development, and 5 species only in forest. bird species composition differed significantly between land-use types based on analysis in a multi-response permutation procedure (mrpp; p < 0.01). relative bird abundance for forest specialist species changed significantly in exurban development versus forest (t test, p < 0.05). three species, american robin turdus migratorius, northern cardinal cardinalis cardinalis, and common grackle quiscalus quiscula were indicators of exurban development. indicators of forest were carolina chickadee poecile carolinensis, eastern towhee pipilo erythrophthalmus, and wood thrush hylocichla mustelina. our study demonstrates that exurban development alters bird community composition and relative abundance of forest specialist species.",101,1,2
"852",6493,85,"Ming","NO","MAYBE","Influence of exurban development on bird species richness and diversity","SUAREZ-RUBIO MARCELA;LEIMGRUBER PETER;RENNER SWEN C",2011,"exurban development is an accelerating land use trend in the united states with new housing units emerging in formerly closed forests. conservation practitioners and planners suspect exurban development alters ecological processes and biodiversity to a considerable larger extent than suspected by inhabitants of exurban development areas, but empirical support for this assertion is lacking. to examine the consequences of exurban development, we studied forest bird communities in exurban development and forests located in and around shenandoah national park and massanutten mountain in northern virginia, usa. we conducted point-count surveys for birds three times at 106 sample locations from april to july 2006. we recorded 44 species in total; 30 species were present in both exurban development and forests, 9 species were only found in exurban development, and 5 species only in forest. bird species composition differed significantly between land-use types based on analysis in a multi-response permutation procedure (mrpp; p < 0.01). relative bird abundance for forest specialist species changed significantly in exurban development versus forest (t test, p < 0.05). three species, american robin turdus migratorius, northern cardinal cardinalis cardinalis, and common grackle quiscalus quiscula were indicators of exurban development. indicators of forest were carolina chickadee poecile carolinensis, eastern towhee pipilo erythrophthalmus, and wood thrush hylocichla mustelina. our study demonstrates that exurban development alters bird community composition and relative abundance of forest specialist species.",101,0,2
"859",6594,90,"Ruishan","NO","MAYBE","Waterfowl Habitat Change Over Five Decades In A Freshwater Tidal Ecosystem In Mid-Coast Maine","LICHTER JOHN;BURTON MARK E H;CLOSE SARAH L;GRINVALSKY JULIANA M;REBLIN JARET",2011,"Merrymeeting bay is a 4330-ha freshwater tidal ecosystem in mid-coast maine that historically provided important stopover habitat for migrating waterfowl. To better understand a substantial decline in the number of ducks foraging in the ecosystem over the past fifty years, we reconstructed a history of environmental change using oral histories, aerial photography, and field experiments. Our studies revealed profound environmental change throughout the 20th century that likely influenced the capacity of the ecosystem to support migrating waterfowl. Ironically, the unregulated discharge of industrial and municipal wastes and high rates of sedimentation associated with land use in the middle decades of the 20th century probably enhanced the extent and productivity of intertidal, emergent plant communities including key forage plant species. However, over the past 30 years, primary wastewater treatment and regional reforestation have reduced the rates of nutrient loading and sedimentation, thereby diminishing the emergent vegetation. Reinforcing this decline in emergent vegetation, a precipitous decrease in submerged aquatic vegetation between 1956 and 1981 was likely related to extreme water turbidity. The collapse of subtidal aquatic vegetation would have reduced the variety and quantity of food items available to waterfowl. These local environmental changes coincided with regional declines in several duck species migrating along the atlantic flyway. Therefore, both regional processes affecting the overall duck populations as well as local environmental change likely influenced the abundance of waterfowl using this site over the past 50 years.",NA,0,2
"860",6594,90,"Min","YES","MAYBE","Waterfowl Habitat Change Over Five Decades In A Freshwater Tidal Ecosystem In Mid-Coast Maine","LICHTER JOHN;BURTON MARK E H;CLOSE SARAH L;GRINVALSKY JULIANA M;REBLIN JARET",2011,"Merrymeeting bay is a 4330-ha freshwater tidal ecosystem in mid-coast maine that historically provided important stopover habitat for migrating waterfowl. to better understand a substantial decline in the number of ducks foraging in the ecosystem over the past fifty years, we reconstructed a history of environmental change using oral histories, aerial photography, and field experiments. our studies revealed profound environmental change throughout the 20th century that likely influenced the capacity of the ecosystem to support migrating waterfowl. ironically, the unregulated discharge of industrial and municipal wastes and high rates of sedimentation associated with land use in the middle decades of the 20th century probably enhanced the extent and productivity of intertidal, emergent plant communities including key forage plant species. however, over the past 30 years, primary wastewater treatment and regional reforestation have reduced the rates of nutrient loading and sedimentation, thereby diminishing the emergent vegetation. reinforcing this decline in emergent vegetation, a precipitous decrease in submerged aquatic vegetation between 1956 and 1981 was likely related to extreme water turbidity. the collapse of subtidal aquatic vegetation would have reduced the variety and quantity of food items available to waterfowl. these local environmental changes coincided with regional declines in several duck species migrating along the atlantic flyway. therefore, both regional processes affecting the overall duck populations as well as local environmental change likely influenced the abundance of waterfowl using this site over the past 50 years.",NA,1,2
"861",6594,90,"Veronica","YES","MAYBE","Waterfowl Habitat Change Over Five Decades In A Freshwater Tidal Ecosystem In Mid-Coast Maine","LICHTER JOHN;BURTON MARK E H;CLOSE SARAH L;GRINVALSKY JULIANA M;REBLIN JARET",2011,"Merrymeeting bay is a 4330-ha freshwater tidal ecosystem in mid-coast maine that historically provided important stopover habitat for migrating waterfowl. To better understand a substantial decline in the number of ducks foraging in the ecosystem over the past fifty years, we reconstructed a history of environmental change using oral histories, aerial photography, and field experiments. Our studies revealed profound environmental change throughout the 20th century that likely influenced the capacity of the ecosystem to support migrating waterfowl. Ironically, the unregulated discharge of industrial and municipal wastes and high rates of sedimentation associated with land use in the middle decades of the 20th century probably enhanced the extent and productivity of intertidal, emergent plant communities including key forage plant species. However, over the past 30 years, primary wastewater treatment and regional reforestation have reduced the rates of nutrient loading and sedimentation, thereby diminishing the emergent vegetation. Reinforcing this decline in emergent vegetation, a precipitous decrease in submerged aquatic vegetation between 1956 and 1981 was likely related to extreme water turbidity. The collapse of subtidal aquatic vegetation would have reduced the variety and quantity of food items available to waterfowl. These local environmental changes coincided with regional declines in several duck species migrating along the atlantic flyway. Therefore, both regional processes affecting the overall duck populations as well as local environmental change likely influenced the abundance of waterfowl using this site over the past 50 years.",NA,1,2
