"timestamp","coder_id","paper_id","year_pub","author","C1_biodiv","C2_meta","C3_quant","C4_study","meet_all_4","sup_check","comments","further_discuss","explicit_distant_impacts","explain_distant_impacts","status"
2020-04-14 12:04:20,"K_Kapsar","860",2018,"Stump","Pufferfish",NA,NA,"Review (not qualified for coding)","No","No","","No","No","","reject"
2020-04-05 15:37:00,"X_Wu","875",2018,"Kelly",NA,NA,NA,"Observational study","No","No","This papar is about habitat selection of songbirds, not biodiversity.","","","","reject"
2020-04-09 17:56:39,"E_Dean","882",2018,"Mori","Native rodent populations","Species invasion","Not quantified","Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-05-19 10:39:58,"X_Wu","895",2018,"Kandel","Birds",NA,"Species","Review (not qualified for coding)","No","No","","","","","reject"
2020-04-14 12:11:23,"K_Kapsar","902",2018,"Colli","Water Buffalo",NA,"Genetic diversity ","Observational study","No","No","This paper looks at the genetic diversity of water buffalo worldwide and hypothesizes potential routes that they traveled to get to particular locations, but does not examine a telecoupling per se or the impact of a telecoupling on this diversity. ","No","No","","reject"
2020-04-23 17:15:42,"C_Hovis","911",2018,"Mallela","Coral","None","Coral pop metrics","Experimental study","No","No Supplementary Material Provided","Reject, no apparent TC impact","","","","reject"
2020-04-05 18:14:31,"X_Wu","920",2018,"Pereira","Seabirds","Ship density, oil pollution risk",NA,"Observational study","No","No","","","","","reject"
2020-03-30 19:08:54,"A_Torres","922",2017,"Bhuiyan","Biodiversity loss","foreign direct investment (FDI) inflows","Forest area and Global Environment Facility biodiversity index","Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","","No","Yes","Foreign direct investment by default involves a distant impact","reject"
2020-04-23 17:11:43,"C_Hovis","923",2018,"Fonseca","None","Knowledge/Culture","None","Observational study","No","No Supplementary Material Provided","","","","","reject"
2020-05-28 13:59:45,"A_Herzberger","925",2016,"Lima","Invasive species ","aquaculture ",NA,"Review (not qualified for coding)","No","No","","","","","reject"
2020-03-19 14:34:08,"E_Xing","929",2018,"Green","population size of spotted hyena and African lion","no","population size of spotted hyena and African lion","Observational study","No","No Supplementary Material Provided","population size of spotted hyena and African lion is influced by anthropogenic disturbance, such as pasture, not tourism","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-16 14:46:56,"MG_Chung","943",2018,"Roshith","phytoplankton community structure","the impacts of global climate change and sea level rise","phytoplankton biomass (the number of cells per litre of sample)","Review; Observational study","No","Yes","","","","","reject"
2020-03-16 14:59:16,"MG_Chung","954",2018,"Howard","77 species of common European-breeding birds","the impact of climate change on the migration distances of 77 species of common European-breeding birds","flight range (a measure of the distance that a species may have to travel during mirgration)","Modeling study (not qualified for coding)","No","Yes","","","","","reject"
2020-04-27 16:20:34,"A_Herzberger","955",2018,"Eshoo",NA,"Ecotourism","socioeconomic  ","Observational study","No","No","","","","","reject"
2020-05-28 00:36:18,"Y_Li","959",2018,"Jones","na","na","na","Observational study","No","Yes","","","","","reject"
2020-03-30 19:46:36,"A_Torres","964",2018,"Gabaldón","dynamics of crustacean species",NA,"Fish productivity","Observational study","No","No","","No","No","this article is about carp pond management","reject"
2020-04-21 15:15:01,"A_Herzberger","969",2018,"Howell","NA Algae ",NA,NA,"Observational study","No","No","","No","No","","reject"
2020-04-16 16:39:39,"C_Hovis","1026",2018,"Tsutsui","Arthorpod diversity",NA,"Richness","Observational study","No","Yes","Studied impact of Organic farming on arth div, but no apparent distant impact related to organic transition","","","","reject"
2020-04-14 12:18:15,"K_Kapsar","1034",2018,"Trull","NA - Foraminifera/Diatoms",NA,NA,"Observational study","No","No","","No","No","","reject"
2020-05-19 11:21:09,"X_Wu","1074",2018,"Iannucci","Black rats","Invasive species",NA,"Observational study","No","No","This paper focus on the genetic diversity of invasive rats, not their impact on biodiversity.","","","","reject"
2020-04-28 23:19:36,"Y_Zhang","1091",2018,"Hossain","Tiger tracks","Human disturbance on tiger abundance (use tiger track as proxy)","Tiger tracks","Observational study","No","No Supplementary Material Provided","No quantified biodiversity metrics as expected in our criteria","No","No","","reject"
2020-05-28 00:51:54,"Y_Li","1113",2018,"Loures","fish","hydro dams","fish richness","Observational study","No","No Supplementary Material Provided","","No","Yes","","reject"
2020-04-11 15:08:59,"E_Dean","1136",2018,"Bai","Waterbird communities","Not articulated in paper","Species richness, species mean density, species maximum density, Shannon diversity index, Pielou's evenness index","Observational study","No","Yes","","","","","reject"
2020-05-28 22:38:03,"Y_Li","1139",2018,"Guo",NA,NA,NA,"Experimental study","No","No Supplementary Material Provided","NOT relevant at all","","","","reject"
2020-03-17 16:17:53,"Y_Dou","1198",2017,"Esper-Reyes","Seed species diversity","Seed dispersal patterns generated by rivers","Seed species diversity","Observational study","No","No","this should be excluded.","","","","reject"
2020-04-11 15:12:49,"E_Dean","1222",2018,"Henriques","Genetic diversity of dusky kob","No metacoupling identified","Genetic diversity quantified, not biodiversity","Observational study","No","Yes","","","","","reject"
2020-04-05 15:54:06,"E_Dean","1227",2018,"Peterson","No biodiversity metric","Species invasion","No biodiversity quantiification","Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-06-03 14:42:52,"A_Herzberger","1229",2018,"Markwell",NA,"tourism",NA,"Observational study","No","No","","","No","","reject"
2020-04-11 16:40:58,"E_Dean","1253",2018,"Chhetri","Plant community","Tourism","Rhododendron species richness","Observational study","No","Yes","","No","No","Authors mention tourism as a process that affects the Rhododendron community, however, there is not analysis. They do not relate tourism to biodiversity. They only recorded species present in the study area (no analysis).","reject"
2020-03-19 17:02:44,"E_Xing","1254",2018,"Levin","biodiversity linkages","no","biodiversity linkages","Data analysis","No","No Supplementary Material Provided","transboundary management and cooperation to improve the marine biodiversity","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-21 15:19:10,"A_Herzberger","1258",2018,"Harris","this paper is about ice",NA,NA,"Review (not qualified for coding)","No","No","","No","","","reject"
2020-04-14 13:05:31,"E_Dean","1268",2018,"Redhead","Winter and breeding season abundance of farmland birds","No metacoupling identified","Abundance of winter season farmland bird species, abundance of breeding season farmland bird species","Observational study","No","Yes","","","","","reject"
2020-04-14 13:08:06,"E_Dean","1290",2017,"de Cordova","Not available in English","Not available in English","Not available in English","Not available in English","No","Yes","Not available in English","","","","reject"
2020-05-28 22:49:06,"Y_Li","1295",2017,"Ricotta","plants","na","na","Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","not relevant","","","","reject"
2020-03-18 16:53:12,"Y_Dou","1328",2017,"Lau"," forest extent and newt demography","no","population size","Observational study","No","No","exclude","","","","reject"
2020-04-14 12:22:32,"K_Kapsar","1337",2017,"Sanchez-Palencia",NA,"Organochlorine pesticide transfer",NA,"Observational study","No","No","","No","Yes","Transport of OCPs from distant locations. ","reject"
2020-04-10 09:02:29,"A_Herzberger","1377",2017,"Capinha","global richness of alien amphibians and reptiles ","flows of alien amphibians and reptiles from native ranges","richness of established alien amphibians and reptiles","Observational study","No","Yes","","Yes","Yes","they looked the flows of the alien species from native ranges ","reject"
2020-04-28 23:46:15,"Y_Zhang","1392",2017,"Santos","Fish","Dam construction on fish traits","fish traits","Observational study","No","Yes","No quantifiable biodiversity metrics","No","No","","reject"
2020-04-28 15:37:05,"C_Hovis","1423",2017,"Ahmed","Beetle",NA,"Various","Observational study","No","No Supplementary Material Provided","Reject, no apparent TC impact on BD; just a survey of beetle biodiversity of an area","","","","reject"
2020-05-28 14:03:11,"A_Herzberger","1473",2017,"McManamay","Streams?","Urban cities on distant streams",NA,"Observational study","No","No","","","","","reject"
2020-03-19 21:46:23,"Y_Li","1488",2017,"López-Ricaurte","Bird species richness and abundance","none","species richness and abundance","Observational study","No","Yes","not a meta/telecoupling paper. should not be included in the coding list","","","","reject"
2020-03-17 11:10:15,"Y_Zhang","1488",2017,"Lopez-Ricaurte","Bird species richness and abundance","Oil palm expansion impacts avian biodiversity","Species richness, abundance, community composition","Observational study","No","Yes","","","","","reject"
2020-04-28 23:52:21,"Y_Zhang","1491",2016,"Ducharme","Unclear","Certified agricultural lands impact on biodiversity","Unclear","Review (not qualified for coding)","No","Yes","","No","No","","reject"
2020-03-31 11:15:43,"A_Torres","1492",2017,"Marko","Abundance of beetles",NA,"Abundance of beetles","Observational study","No","No","It is a very local pericoupling, effects of landscape composition surrounding apple orchards on beetle abundance","No","No","","reject"
2020-04-29 00:06:37,"Y_Zhang","1498",2017,"Jansen","Spruce","Seed introduction through several ways (i.e. trade)","Unclear","Review (not qualified for coding)","No","Yes","","No","No","","reject"
2020-03-16 15:11:01,"MG_Chung","1503",2017,"Hytteborn","tree species","the effects of the spread of Dutch elm disease (DED) on tree dynamics","number, mortality, and longevity of tree species","Observational study","No","Yes","","","","","reject"
2020-04-29 00:11:56,"Y_Zhang","1537",2017,"Walsh","Flying fox","Human population imapct on flying fox niche","Niche modeling","Modeling study (using empirical data and not projected)","No","Yes","","No","No","","reject"
2020-03-19 20:19:11,"X_Wu","1575",2017,"Bentzen",NA,"Oil development",NA,"Experimental study","No","No Supplementary Material Provided","This paper did not measure the biodiversity.","","","","reject"
2020-04-15 15:14:22,"K_Kapsar","1661",2017,"Santos","Birds",NA,"Diversity of birds hitting windows","Observational study","No","No","","No","No","","reject"
2020-05-01 13:48:59,"E_Dean","1676",2017,"Robichaud","Bird communities during breeding season","Species invasion, however as discussed in lab meeting, there is no control or before/after groups to determine the role of species invasions in affecting biodiversity.","Bird abundance and diversity","Observational study","No","Yes","","No","No","Only describes phragmites as an invader of coastal-marsh lands and their effects on bird communities.","reject"
2020-03-19 21:52:57,"E_Xing","1690",2017,"Quintana","species number, frequency and abundance of vegetation","no","species number, frequency and abundance","Observational study","No","No","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-28 13:23:49,"A_Herzberger","1697",2017,"Sofaer","Exotic Plant abundance ","trade ","abundance of exotic plants ","Observational study","No","No","","","","","reject"
2020-05-28 22:54:59,"Y_Li","1716",2017,"Pagano","na","na","na","Observational study","No","No Supplementary Material Provided","this is not relevant to any human-induced consequences but a totally natural  phenomenon; thus reject.","","","","reject"
2020-05-01 13:54:20,"E_Dean","1717",2017,"Pickering","Plant communities","Tourism, however the study does not examine control groups but rather than differences between formal and informal structures of trails used be tourists for recreation.","Plant cover, growth forms, species richness, species composition","Observational study","No","Yes","","","","","reject"
2020-04-29 00:22:01,"Y_Zhang","1718",2017,"Chaudhary","Multiple taxa of species","Wood consumption and trade impact on species extinction","species per million meter cubic of wood production","Simulation or Forecasting study (does not qualify for coding)","No","Yes","","No","No","","reject"
2020-05-19 11:43:03,"X_Wu","1734",2017,"Gutierrez","Helminth species richness",NA,"Species richness","Modeling study (using empirical data and not projected)","No","No","","","","","reject"
2020-04-29 00:32:05,"Y_Zhang","1740",2017,"McClanahan","Coral reefs","Climate change impact on coral reefs and its ecosystem","Coral cover, number of genera, site susceptibility","Observational study","No","No Supplementary Material Provided","Climate change impact was too broad and vague","No","No","","reject"
2020-03-18 17:06:54,"Y_Dou","1744",2017,"Havašová","forest management on the spruce bark beetle population dynamics,","no","the spruce bark beetle population dynamics,","Observational study","No","No","excluded","","","","reject"
2020-03-19 20:40:21,"X_Wu","1790",2017,"ASCHONITIS","Abundance of European eel","Aquaculture production and trade","Eel catches","Data analysis (not qualified for coding)","No","Yes","","","","","reject"
2020-03-19 22:01:13,"E_Xing","1818",2017,"Cowie","Extinction of mollusks","many","number of Extinction","Review","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-31 14:48:51,"A_Torres","1831",2017,"Xiong",NA,"Species invasion",NA,"Review (not qualified for coding)","No","Yes","","No","Yes","source regions were the Atlantic, Pacific, Indo-Pacific, and Indian Oceans","reject"
2020-04-03 10:33:09,"X_Wu","1850",2016,"Bharathi","Tree species diversity, structure",NA,"Species richness","Observational study","No","No Supplementary Material Provided","It is about the sacred groves, religion, not metacoupling ","","No","","reject"
2020-04-30 20:39:22,"M_Lei","1860",2017,"Lundmark","No","knowledge communicaiton",NA,"Observational study","No","No","","No","No","","reject"
2020-04-15 16:06:02,"K_Kapsar","1862",2017,"Meng",NA,"Agriculture?",NA,"Observational study","No","No","","No","No","","reject"
2020-04-29 11:20:57,"Y_Zhang","1879",2017,"Ramirez-Restrepo","Urban butterflies (Lepidoptera)","Urbanization impact on butterfly abundance and richness","Richness and abundance","Review (not qualified for coding)","No","No Supplementary Material Provided","Although this is a review paper not suitable for coding, it would provide good background information and should be considered by the literature review/introduction part team","Yes","No","","reject"
2020-04-30 20:41:45,"M_Lei","1902",2017,"Loyau","No","Positive sentiment and knowledge",NA,"Observational study","No","No","","No","No","","reject"
2020-04-15 16:19:25,"K_Kapsar","1907",2016,"Gasparella",NA,NA,"Land use change?","Observational study","No","No","","No","No","","reject"
2020-04-27 16:38:25,"A_Herzberger","1912",2017,"Lehikoinen","bird abundance ","NA: different types of wetland management ","abundance","Experimental study","No","No","","","","","reject"
2020-05-28 23:07:46,"Y_Li","1948",2017,"Sandström","not specified","trade","species richness","Simulation or Forecasting study (does not qualify for coding)","No","Yes","modeled impacts of trade on biodiversity, but not a observed or experiment-based study. Rejected. ","","","","reject"
2020-04-29 18:12:23,"A_Torres","1965",2017,"DeSha","Butterfly ",NA,"Species assemblage","Observational study","No","No","","","","","reject"
2020-03-31 14:07:57,"A_Herzberger","1975",2017,"Chen","NA/Community and habitat change","invasive species","NA/# of invasive species","Review (not qualified for coding)","No","Yes","","No","Yes","fish were brought in for X reasons","reject"
2020-04-14 21:42:43,"E_Xing","1999",2017,"Hylton","sharks and rays species list","no","no","Review","No","No Supplementary Material Provided","not included","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-31 14:55:08,"A_Torres","2014",2017,"Streich","Red Snapper and the Associated Fish Community",NA,"fish populations","Observational study","No","No Supplementary Material Provided","Not a telecoupling paper. It assesses the local effects of a new artificial reef on fish populations.","No","No","","reject"
2020-04-29 17:49:14,"Y_Zhang","2015",2017,"Piana","Fish","Unclear - no metacoupling effect was specifically detected.","abundance","Observational study","No","No Supplementary Material Provided","","No","No","","reject"
2020-04-14 23:45:25,"E_Xing","2020",2017,"Rey","no","tourism","no","Other","No","No Supplementary Material Provided","no quantity research on telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-19 11:46:03,"X_Wu","2045",2017,"Argañaraz","Spider",NA,"Species richness, abundance and composition","Observational study","No","No","This paper is about urbanization, not telecoupling.","","","","reject"
2020-04-28 15:23:32,"C_Hovis","2053",2017,"Carrasco",NA,NA,NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-05-19 11:49:14,"X_Wu","2082",2017,"RAISCHI",NA,NA,NA,"Observational study","No","No","This paper is about migration routes, not biodiversity","","","","reject"
2020-03-16 15:25:12,"MG_Chung","2112",2017,"Norhazrina","tropical moss species; liverwort and hornwort species","the impact of Pleistocene climage changes on tropical bryophytes","total beta diversity","Data analysis (not qualified for coding)","No","Yes","","","","","reject"
2020-05-24 16:03:42,"A_Torres","2143",2017,"Turbelin","invasive species","invasive species","NA the paper assesses pathways of species introduction, no impacts on local biodiversity","Modeling study (using empirical data and not projected)","No","No","","","","","reject"
2020-04-05 16:00:31,"E_Dean","2146",2017,"Pace","Terrestrial biodiversity","Trade","No biodiversity quantification","Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-04-28 15:32:22,"C_Hovis","2185",2016,"Moreno",NA,NA,NA,"Not in English","No","No","Reject Not in English","","","","reject"
2020-04-27 16:35:22,"C_Hovis","2186",2016,"Avalos","Bird",NA,"Bird stuff","Observational study","No","No Supplementary Material Provided","Reject bc no apparent telecoupling impact related to the road","No","No","","reject"
2020-04-14 23:57:58,"E_Xing","2195",2016,"Lindenmayer","Bird species richness, the occurrence of larger-bodied and migratory bird species, and the occurrence of most individual bird species","no","no","Observational study","No","No","not telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-29 13:42:47,"C_Hovis","2205",2016,"Homayoun","Bird",NA,"community metrics","Observational study","No","No","Reject, no apparent distant impact assessed related to the urbanization:biodiversity relationship","","","","reject"
2020-05-29 12:53:53,"A_Herzberger","2213",2016,"Hambock","spider diet","NA: stream open to ocean","spider diet ","Observational study","No","No","","","","","reject"
2020-05-24 16:11:25,"A_Torres","2221",2016,"Malik","NA (forest area is used as a proxy of biodiversity)","Tourism","Forest area, no focus on any taxa. Just using World Development Indicators of the World Bank","Modeling study (using empirical data and not projected)","No","No","","","","","reject"
2020-03-16 15:45:07,"MG_Chung","2246",2016,"Grider","bat species","NA; the impact of White-Nose Syndrome and wind energy facilities on winter activity of coastal plain populations of bat species","species richness ","Observational study","No","Yes","This paper did not include human-inference (no metacoupling processes).","","","","reject"
2020-03-31 14:58:23,"A_Torres","2252",2016,"Páez-Osuna",NA,"climate change",NA,"Review (not qualified for coding)","No","No","","No","Yes","invasion of alien species, climate change","reject"
2020-03-17 11:44:57,"MG_Chung","2293",2016,"Matias","zoonotic bacterias in wild birds","NA; the frequency of Enterobacteriaceae in cloacal swab samples from 109 birds of the passerine and Psittacidae families","NA; they just measured the frequencies of microorganism among bird species.","Experimental study","No","No Supplementary Material Provided","","","","","reject"
2020-04-28 10:13:09,"K_Kapsar","2300",2016,"Wang","Chinese River Sturgeon","Hydroelectric Dam","Sturgeon spawning rate (reported from another study)","Observational study","No","No","","No","Yes","Hydroelectric power generation","reject"
2020-04-27 16:49:00,"A_Herzberger","2306",2016,"Harrison","deforestation","hunting",NA,"Review (not qualified for coding)","No","No","","","","","reject"
2020-05-24 16:22:36,"A_Torres","2316",2016,"Antunes","10 large-bodied mammals","international trade in furs and skins - commercial hunting","Harvesting rates, but not impacts on populations","Simulation or Forecasting study (does not qualify for coding)","No","No","","","","","reject"
2020-03-17 11:55:47,"MG_Chung","2332",2016,"Benz","elk (Cervus elaphus)","NA; the movement ecology of 54 young male elk","NA; elk captures and satellite telemetry data","Modeling study (not qualified for coding)","No","Yes","","","","","reject"
2020-04-29 22:44:11,"Y_Zhang","2347",2016,"Loh","Seahorse","Implied trade impact on seahorse abundance (but no before and after comparison)","Seahorse abundance","Observational study","No","Yes","","No","No","","reject"
2020-05-29 11:28:59,"A_Herzberger","2384",2016,"Kleynhans","Yes","NA - CO2 rise ","Yes ","Observational study","No","No","","","","","reject"
2020-04-15 16:22:58,"K_Kapsar","2414",2016,"Klingbeil","birds",NA,"richness, phylogenetic and functional diversity","Observational study","No","No","","No","No","","reject"
2020-04-30 20:51:33,"M_Lei","2421",2016,"Huisman","European silver eel Anguilla anguilla migration in the North Sea","silver eel migration","Migratory routes and activity","Observational study","No","No","migration of a species on biodiversity but without human-interference","No","No","","reject"
2020-04-21 15:20:49,"A_Herzberger","2426",2016,"Mason","microbes ",NA,NA,"Observational study","No","No","","No","No","","reject"
2020-04-29 23:00:24,"Y_Zhang","2427",2016,"Scherer","Biodiversity","Water consumption impact on potential biodiversity loss through agriculture/trade","Potentially disappeared fraction of species (PDF)","Mixed: observational and modeling","No","Yes","A little confused","Yes","No","","reject"
2020-05-24 16:32:59,"A_Torres","2473",2016,"Tang","wintering birds - Anseriformes","NA - just assessing land-use changes through time, not the specific impact of a telecoupling","habitat suitability","Modeling study (using empirical data and not projected)","No","No","","","","","reject"
2020-03-17 12:08:37,"MG_Chung","2477",2016,"McClenachan","marine and terrestrial megafauna","the extinction risk of large-bodied animals traded in international luxury markets","Extinction risk was described by the binomial probability that a species was threatened, with LC and NT species assigned a score of 0, and VU, EN & CR species assigned a 1.","Data analysis (not qualified for coding)","No","Yes","","","","","reject"
2020-04-06 10:19:34,"X_Wu","2489",2016,"Shaw","Coral reef",NA,NA,"Observational study","No","No","This paper is about ocean acidification, no metacoupling process was metioned.","","","","reject"
2020-04-15 00:04:27,"E_Xing","2494",2016,"THIEME","no","no","no","Observational study","No","No Supplementary Material Provided","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-24 16:35:19,"A_Torres","2501",2016,"Huang",NA,"pathogenic avian influenza virus (HPAIV) H5N1","local distribution of the H5N1 viruses","Observational study","No","No","","","","","reject"
2020-04-29 11:40:02,"C_Hovis","2502",2016,"Wan",NA,"Invasive spp",NA,"Modeling study (using empirical data and not projected)","No","No","Reject,Does not measure actual impact on biodviersity (indentifies hotspots of potential plant invasion)","No","","","reject"
2020-04-06 10:23:17,"X_Wu","2514",2016,"Zander",NA,NA,NA,"Review (not qualified for coding)","No","No","This paper is about grain legume, not biodiversity, and it's a review.","","","","reject"
2020-04-05 15:20:17,"E_Dean","2517",2016,"Jones","No biodiversity metric","Migration","No biodiversity metric","Observational study","No","No Supplementary Material Provided","","","","","reject"
2020-04-16 14:55:13,"K_Kapsar","2537",2016,"Chen","Pests on agriculture and local biodiversity? ","Transfer of agricultural pests? ",NA,"Review (not qualified for coding)","No","No","","No","Yes","","reject"
2020-04-28 23:56:06,"M_Lei","2547",2016,"Grosset","The red swamp crayfish Procambarus clarkii in Europe: Impacts on aquatic ecosystems and human well-being","invasive crayfish","the amount of invasive crayfish","Review (not qualified for coding)","No","Yes","","No","No","","reject"
2020-04-16 15:02:24,"K_Kapsar","2557",2016,"Xu","NA land cover","Mining","Land cover change","Observational study","No","No","","No","No","","reject"
2020-03-18 14:54:54,"A_Herzberger","2567",2016," Chaudhary","mammals, birds, amphibians and reptiles extinction","agriculture land use ","estimates of species loss ","Simulation or Forecasting study (does not qualify for coding)","No","Yes","","","","","reject"
2020-03-31 15:02:06,"A_Torres","2577",2016,"Titelboim","benthic foraminifera","thermal pollution due to power and desalination plants","Abundance and richness","Observational study","No","No","Exclusion due to focus on foraminifera, which are not one to the targetted taxa","No","Yes","distance to power and desalination plants","reject"
2020-03-30 19:06:08,"C_Hovis","2577",2016,"Titelboim",NA,NA,NA,"Observational study","No","Yes","Study organisms (Foraminifera) not animal or plant (protists/algae)","No","No","","reject"
2020-03-15 10:49:44,"E_Dean","2577",2016,"Titelboim","Benthic foraminiferal communities","This study is using a heat plume as a proxy for climate change. Therefore, according to the authors, the external process acting on the communities would be climate change (although I would say the external process is human use of water resources)","Total numerical abundance of species (number of species per gram dry sediment >63um)","Observational study","No","No Supplementary Material Provided","The paper is using temperature from heat plumes as a proxy for the effects of climate change and comparing within / outside the plume which is similar to the inside / outside college campus example (intracoupling) so I do no believe this paper should be included.","","","","reject"
2020-04-15 00:21:03,"E_Xing","2577",2016,"Titelboim","abundance and richness of benthic foraminifera","no","abundance and richness of benthic foraminifera","Observational study","No","No","intracoupling not telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-18 18:07:20,"K_Kapsar","2577",2016,"Titelboim","effect of thermal pollution on benthic foraminifera","Powerplants","Species richness","Observational study","No","No Supplementary Material Provided","Rejected because foraminifera are single-celled protists. Not plants or animals. ","","","","reject"
2020-03-23 11:55:47,"MG_Chung","2577",2016,"Titelboim","benthic foraminifera","NA; the impacts of rising temperature and salinity levels on benthic foraminifera living in shallow hard-bottom habitats","species abundance and richness","Experimental study","No","No Supplementary Material Provided","","No","No","the response of benthic foraminifera to increased temperature and salinity levels in a thermally polluted area ""mimicking the expected climate changes""","reject"
2020-03-17 16:41:03,"Y_Dou","2577",2016,"Titelboim","species richness affected by sea water temperature and salinity ","intracoupling","species richness","Observational study","No","Yes","should be excluded","","","","reject"
2020-03-17 11:23:51,"Y_Zhang","2577",2016,"Titelboim","Foraminifera abundance and richness","Changes in temperature and salinity impact foraminifera sepcies abundance, richness and composition","Foraminifera sepcies abundance, richness and composition","Experimental study","No","Yes","Kinda climate change impact paper - MC impact was too tenuated","","","","reject"
2020-03-17 12:46:58,"MG_Chung","2580",2016,"Chaudhary","mammals, birds, amphibians, and reptiles","biodiversity loss due to global agriculture, pasture, and forest land use from a producer and consumer perspective","biodiversity impacts per crid cell (global species eq lost years)","Modeling study (not qualified for coding)","No","Yes","This study used species-area relationship (SAR) model. Countryside SAR predicts the number of species lost caused by all (cumulative) land uses within an ecoregion.","","","","reject"
2020-03-31 15:22:39,"A_Torres","2586",2016,"Terui","habitat capacity, heterogeneity and immigration of diadromous fishes",NA,"species richness","Observational study","No","No Supplementary Material Provided","","No","No","Though they mention the importance of the variable distance to the sea there is not human-nature interaction, i.e., no telecoupling. There are no dams or human-made barriers in the river.","reject"
2020-05-28 23:32:32,"Y_Li","2608",2016,"Mathews ","harbor seals","tourist vessels","abundance","Observational study","No","No Supplementary Material Provided","since it says Tour boats were the most common type of vessel, I can include this for coding","No","No","only metioned tourist vessels, but it is not clear where the turists came from, nearby or distant systems?","reject"
2020-04-15 00:28:43,"E_Xing","2609",2016,"Gerovasileiou","no","invasive species","no","Observational study","No","No Supplementary Material Provided","analyze the spread of an invasive species but not the impacts on native species","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-27 16:32:05,"A_Herzberger","2613",2016,"Vargas","mammals","no","mammals","Observational study","No","No","","","","","reject"
2020-04-02 09:42:26,"A_Herzberger","2627",2016,"Reuter","# of lemurs as pets","capturing lemurs from the wide as pets","# of lemurs","Observational study","No","No Supplementary Material Provided","the did social surveys to estimate the lemurs snatched from the wild and kept as pets - not sure that counts as biodiversity metric","","No","","reject"
2020-04-05 16:10:16,"E_Dean","2631",2016,"Thomas","Plant communities","Species invasion","No quantification of biodiversity","Observational study","No","No Supplementary Material Provided","","","","","reject"
2020-05-29 00:09:35,"Y_Li","2648",2016,"Mucioki","na","human migration","seeds varieties","Experimental study","No","No Supplementary Material Provided","not relevant to biodiversity","","","","reject"
2020-03-31 15:27:14,"A_Torres","2660",2016,"Farrag",NA,"puffer fish species expansion",NA,"Observational study","No","No","","No","Yes","species migration","reject"
2020-03-31 15:38:37,"A_Torres","2669",2016,"Tolkkinen","bryophyte and invertebrate communities","Land drainage","bryophyte and invertebrate communities","Observational study","No","No","Not a telecoupling paper. Land drainage does not seem to be linked with any distant factor","No","No","No mention of distant factors","reject"
2020-04-16 18:28:18,"A_Torres","2671",2016,"Gilroy","migratory birds",NA,"Population trends","Modeling study (using empirical data and not projected)","No","No","","","","","reject"
2020-04-16 18:38:23,"A_Torres","2678",2016,"Valencia","Tree species of conservation concern",NA,"proportion of trees of conservation concern","Observational study","No","No","Although the paper is done in the context of coffee plantations (which I assume are grown mostly for global trade) it tests the effects of different management strategies on tree species, instead of the impacts of coffee plantations on those species","","","","reject"
2020-04-29 23:06:58,"Y_Zhang","2683",2016,"Buckley","Multiple species","Ecotourism impact on multiple species population","Species population","Simulation or Forecasting study (does not qualify for coding)","No","No Supplementary Material Provided","Population viability analysis, Vortex modeling/simulation for prediction","No","No","","reject"
2020-03-26 15:44:43,"A_Herzberger","2710",2016,"Lopez-Calderon","historic Seagrass trends","unsure, other than this is just an important habitat for lots of species","seagrass density, seed bank and extent","Observational study","No","No Supplementary Material Provided","","No","No","","reject"
2020-04-16 16:31:27,"K_Kapsar","2723",2015,"Estes","Sea otter and stellar sea cow","Fur trade of otter pelts","Sea cow population dynamics","Modeling study (using empirical data and not projected)","No","No","Did not fill out the other forms. While the sea otter and kelp data are empirical, the sea cow data are modeled based on dugong research. Furthermore, this is a historical telecoupling (1700s ish). Unclear whether this would count, but it's an interesting research idea! ","Yes","Yes","Harvest of sea otters for distant fur trade ","reject"
2020-04-15 00:36:09,"E_Xing","2727",2016,"Zhang","no","invasive species","no","Observational study","No","No","analyze the spread of invasive species but NOT the impacts on local/native biodiversity","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
