"timestamp","paper_id","taxa","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id","entry"
2020-04-28 18:23:28,134,"Invertebrates","12","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","lohena night count and invasive tree, p-val >0.05 but exact not given","C_Hovis","12"
2020-04-28 18:23:30,134,"Invertebrates","13","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","TRUE","","lohena night count and invasive fish, p-val <0.05 but exact not given","C_Hovis","13"
2020-04-28 18:23:32,134,"Invertebrates","14","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Day","Changed (e.g. species composition)","FALSE","","lohena migration and invasive tree, p-val >0.05 but exact not given","C_Hovis","14"
2020-04-28 18:33:18,134,"Invertebrates","15","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","TRUE","","Rubra length and invasive tree","C_Hovis","15"
2020-04-28 18:33:20,134,"Invertebrates","16","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","TRUE","","Rubra length and invasive fish","C_Hovis","16"
2020-04-28 18:33:22,134,"Invertebrates","17","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","FALSE","","Rubra small body condition and invasive tree","C_Hovis","17"
2020-04-28 18:33:27,134,"Invertebrates","18","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","FALSE","","Rubra small body condition and invasive fish","C_Hovis","18"
2020-04-28 18:33:32,134,"Invertebrates","19","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","FALSE","","Rubra large body condition and invasive tree, may be moderately sig","C_Hovis","19"
2020-04-28 18:33:34,134,"Invertebrates","20","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,NA,"Seasonal","Changed (e.g. species composition)","FALSE","","Rubra large body condition and invasive fish, may be moderately sig","C_Hovis","20"
2020-04-28 22:25:10,425,"Invertebrates","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.00001","Urbanization index impact on sand tiger beetle species abundance","Y_Zhang","1"
2020-04-28 22:26:06,425,"Invertebrates","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.00256","Percentage of fine sediment impact on sand tiger beetle species abundance","Y_Zhang","2"
2020-04-28 22:52:50,466,"Plants/trees/shrubs","2","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.05","Dam presence has a postive impact on riparian tree richness","Y_Zhang","2"
2020-04-28 22:53:26,466,"Plants/trees/shrubs","2","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.05","Dam presence has a postive impact on riparian shrub richness","Y_Zhang","2"
2020-04-28 22:54:32,466,"Plants/trees/shrubs","2","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","TRUE","0.05","Dam presence has a negative impact on riparian shrub richness [discard the previous submission]","Y_Zhang","2"
2020-04-29 00:58:23,1752,"Plants/trees/shrubs","1","Taxonomic",NA,"Occurence (NOT decection",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.004","Urbanization has increased all species occurance including native and non-native species.","Y_Zhang","1"
2020-04-29 13:14:29,84,"Birds","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated","","Harvest 1-5, spp richness","C_Hovis","1"
2020-04-29 13:14:31,84,"Birds","2","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated","","Harvest 6-10, spp richness","C_Hovis","2"
2020-04-29 14:18:10,4552,"Mammals","15","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","TRUE","0.05","Negative relationship between distance from trail and Flying squirrel fieldsign abundance","K_Kapsar","15"
2020-04-29 14:18:13,4552,"Mammals","14","Taxonomic",NA,NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.05","Negative association between Flying squirrel fieldsign abundance and trail use","K_Kapsar","14"
2020-04-29 14:18:15,4552,"Mammals","13","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","Negative association between trail use and Tufted deer fieldsign abundance","K_Kapsar","13"
2020-04-29 14:18:17,4552,"Mammals","12","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","TRUE","0.05","Negative relationship between distance from trail and Chinese goral fieldsign abundance","K_Kapsar","12"
2020-04-29 14:18:20,4552,"Mammals","11","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","Negative association between distance from trail and Chinese goral fieldsign abundance","K_Kapsar","11"
2020-04-29 14:18:22,4552,"Mammals","10","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","Positive relationship between distance from trail and Chinese serow fieldsign abundance","K_Kapsar","10"
2020-04-29 14:18:24,4552,"Mammals","9","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","NEgative association between Chinese serow fieldsign abundance and trail use","K_Kapsar","9"
2020-04-29 14:18:26,4552,"Mammals","8","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","FALSE","","Negative, non-significant relationship between yellow-throated marten trailsign abundance and trail use","K_Kapsar","8"
2020-04-29 14:18:28,4552,"Mammals","7","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Positive (beneficial)","FALSE","0.1","Positive association of Masked palm civet with trail use","K_Kapsar","7"
2020-04-29 14:18:31,4552,"Mammals","6","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.05","Positive relationship between distance to trail and black bear field sign abundance","K_Kapsar","6"
2020-04-29 14:18:33,4552,"Mammals","5","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","Negative effect of trail use on asian black bear fieldsign abundance ","K_Kapsar","5"
2020-04-29 14:18:35,4552,"Mammals","4","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","FALSE","","No effect of trail use on rodent field sign abundance","K_Kapsar","4"
2020-04-29 14:18:37,4552,"Mammals","3","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","Negative association between ungulate fieldsign abundance and trail use","K_Kapsar","3"
2020-04-29 14:18:40,4552,"Mammals","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.05","Positive association of distance from trail and carnivore field sign abundance","K_Kapsar","2"
2020-04-29 14:18:41,4552,"Mammals","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","Negative impact of trail use on carnivore field sign abundance","K_Kapsar","1"
2020-04-29 16:28:06,6254,"Mammals, Reptiles, Amphibians, Invertebrates","1","Taxonomic",NA,"Mortality","","","Annual","Negative (detrimental)","TRUE","0.001","mortality-diurnal-habitat1","A_Torres","1"
2020-04-29 16:28:42,6254,"Mammals, Reptiles, Amphibians, Invertebrates","2","Taxonomic","","Mortality","","","Annual","Negative (detrimental)","TRUE","0.001","mortality-diurnal-habitat2","A_Torres","2"
2020-04-29 16:29:23,6254,"Mammals, Reptiles, Amphibians, Invertebrates","3","Taxonomic","","Mortality","","","Annual","Negative (detrimental)","FALSE","","mortality-diurnal-habitat3","A_Torres","3"
2020-04-29 16:29:57,6254,"Mammals, Reptiles, Amphibians, Invertebrates","4","Taxonomic","","Mortality","","","Annual","Negative (detrimental)","FALSE","","mortality-diurnal-habitat4","A_Torres","4"
2020-04-29 16:30:48,6254,"Mammals, Reptiles, Amphibians, Invertebrates","5","Taxonomic","","Mortality","","","Annual","Negative (detrimental)","TRUE","0.001","mortality-nocturnal-habitat1","A_Torres","5"
2020-04-29 16:31:22,6254,"Mammals, Reptiles, Amphibians, Invertebrates","6","Taxonomic","","Mortality","","","Annual","Negative (detrimental)","TRUE","0.001","mortality-nocturnal-habitat2","A_Torres","6"
2020-04-29 16:31:56,6254,"Mammals, Reptiles, Amphibians, Invertebrates","7","Taxonomic","","Mortality","","","Annual","Negative (detrimental)","FALSE","","mortality-nocturnal-habitat3","A_Torres","7"
2020-04-29 16:32:37,6254,"Mammals, Reptiles, Amphibians, Invertebrates","8","Taxonomic","","Mortality","","","Annual","Negative (detrimental)","TRUE","0.001","mortality-nocturnal-habitat1","A_Torres","8"
2020-04-29 17:28:49,4063,"Plants/trees/shrubs","4","Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","Annual","Changed (e.g. species composition)","FALSE","0.01","plant assemblage change, reported as sig by authors","C_Hovis","4"
2020-04-29 17:29:13,4063,"Plants/trees/shrubs","3","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.003","Shannon-Wiener","C_Hovis","3"
2020-04-29 17:29:36,4063,"Plants/trees/shrubs","2","Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.0006","Margalef index","C_Hovis","2"
2020-04-29 17:30:08,4063,"Plants/trees/shrubs","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.0003","number of plant spp","C_Hovis","1"
2020-04-30 12:31:35,5756,"Mammals","1","Taxonomic",NA,"Composition (what species?)",NA,"Gamma (across all sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.001","primate spp comp","C_Hovis","1"
2020-04-30 12:40:47,5756,"Mammals","7","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","C. pogonias groups/km 1994-2009","C_Hovis","7"
2020-04-30 12:40:49,5756,"Mammals","6","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.017","C.cephus groups/km 1994-2009","C_Hovis","6"
2020-04-30 12:40:50,5756,"Mammals","5","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","c. nictitans groups/km 1994-2009","C_Hovis","5"
2020-04-30 12:40:52,5756,"Mammals","4","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.007","c. agilis groups/km 1994-2009","C_Hovis","4"
2020-04-30 12:40:53,5756,"Mammals","3","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","l. albigena groups/km 1994-2009","C_Hovis","3"
2020-04-30 12:40:54,5756,"Mammals","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","TRUE","0.001","total monkey groups/km 1994-2009","C_Hovis","2"
2020-04-30 13:01:28,4760,"Invertebrates","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","FALSE","0.08","Moina egg density, Nearly significant (<0.1)","C_Hovis","2"
2020-04-30 13:01:30,4760,"Invertebrates","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Seasonal","Negative (detrimental)","FALSE","0.052","B. mackini egg density, nearly significant (<0.1)","C_Hovis","1"
2020-04-30 14:52:42,4020,"Birds","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.001","Urban species: urban area vs. forest","Y_Zhang","1"
2020-04-30 14:53:50,4020,"Birds","2","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.01","Managed species: campfire sites vs. forest","Y_Zhang","2"
2020-04-30 14:55:43,4020,"Birds","3","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.01","Corvids: campfire sites vs. forest","Y_Zhang","3"
2020-04-30 14:56:36,4020,"Birds","4","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.001","Corvids: urbanized areas vs. forest","Y_Zhang","4"
2020-04-30 15:35:30,4293,"Plants/trees/shrubs","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","FALSE","0.437","Shrubs","Y_Zhang","1"
2020-04-30 15:36:12,4293,"Plants/trees/shrubs","2","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","FALSE","0.133","Herbs","Y_Zhang","2"
2020-04-30 15:37:12,4293,"Plants/trees/shrubs","3","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.001","Graminoids","Y_Zhang","3"
2020-04-30 15:37:49,4293,"Plants/trees/shrubs","4","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","FALSE","0.762","Cushions","Y_Zhang","4"
2020-04-30 16:14:22,523,"Mammals","1","Functional",NA,"Occurence (NOT decection","island area","Alpha (w/in site)","we divide insular extinctions in five bins, being Late Pleistocene (125–10 ka), Early Holocene (10.0–8.2 ka), Middle Holocene (8.2–4.2 ka), Late Holocene (4.2–0.5 ka), and Modern Era (500 years ago till today)","Negative (detrimental)","TRUE","0.01","the highest percentage (78.2%) of the total known cases occurred after this first arrival while the lowest percentage (21.8%) was found predating human arrival","M_Lei","1"
2020-04-30 16:39:28,5773,"Plants/trees/shrubs","1","Taxonomic",NA,"Richness (number of species)",NA,"Gamma (across all sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Neutral (only when there is absolutely no difference in metrics)","FALSE","0.23","Tourism impacts (rated on an ordinal scale by authors) had no relationship with species richness","K_Kapsar","1"
2020-04-30 16:48:05,2050,"Plants/trees/shrubs","1","Taxonomic","","Richness (number of species)",NA,"Alpha (w/in site)"," there is no year provided","Negative (detrimental)","FALSE","0.174","Trampling on the ground vegetation composition","M_Lei","1"
2020-04-30 16:48:07,2050,"Plants/trees/shrubs","2","Taxonomic",NA,"Evenness",NA,"Alpha (w/in site)"," there is no year provided","Negative (detrimental)","TRUE","0.056","C300 (cutting; height  1.3-3 m）on the ground vegetation composition","M_Lei","2"
2020-04-30 16:48:16,2050,"","3","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)"," there is no year provided","Negative (detrimental)","TRUE","0.008","C300 (cutting; height  0-1.3 m）on the ground vegetation composition","M_Lei","3"
2020-04-30 16:48:18,2050,"Plants/trees/shrubs","4","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)"," there is no year provided","Negative (detrimental)","TRUE","0"," G300 (grazing/browsing, height 1.3–3 m) on the ground vegetation composition","M_Lei","4"
2020-04-30 16:48:20,2050,"Plants/trees/shrubs","5","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)"," there is no year provided","Negative (detrimental)","FALSE","0.936","G130 (grazing/ browsing, height > 0–1.3 m) on the ground vegetation composition","M_Lei","5"
2020-04-30 17:01:55,5782,"Birds","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Gamma (across all sites)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","TRUE","0.01","10yr increase in the provincial number of great bustards was positively correlated with the increase in the extent of unirrigated legumes. ","K_Kapsar","1"
2020-04-30 17:08:34,5063,"Birds","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","Not evaluated","","","Y_Zhang","1"
2020-04-30 17:09:21,5063,"Birds","2","Taxonomic",NA,"Occurence (NOT decection",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","Not evaluated","","","Y_Zhang","2"
2020-04-30 17:10:05,5063,"Birds","3","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","Not evaluated","","","Y_Zhang","3"
2020-04-30 17:13:52,396,"Plants/trees/shrubs","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)","",NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.0186","species threatened by grazing","M_Lei","1"
2020-04-30 17:13:54,396,"Plants/trees/shrubs","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.0049","species threatened by tourism","M_Lei","2"
2020-04-30 17:29:57,2284,"Mammals","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Annual","Positive (beneficial)","TRUE","0.001","The coefficient of number of tourists visiting, instead, had a positive sign, indicating that an increase in the number of tourists was expected to result in an increase in elephant numbers","M_Lei","1"
2020-04-30 17:31:18,5314,"Birds","1","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Annual","Negative (detrimental)","TRUE","0.001","Agricultural intensity has a negative impact on bird population abundance","Y_Zhang","1"
2020-04-30 17:58:07,713,"Mammals","1","Functional","","Richness (number of species)",NA,"Gamma (across all sites)","Annual","Negative (detrimental)","TRUE","0.05","Dist_camp","M_Lei","1"
2020-04-30 17:58:10,713,"Mammals","2","","","Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Annual","Negative (detrimental)","","0.05","Dist_camp","M_Lei","2"
2020-04-30 17:59:45,5076,"Birds","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","Not evaluated","","High-intensive meadow cover","Y_Zhang","1"
2020-04-30 18:00:25,5076,"Birds","2","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Negative (detrimental)","Not evaluated","","Elevation","Y_Zhang","2"
2020-04-30 18:01:02,5076,"Birds","3","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","Not evaluated","","Woodland cover","Y_Zhang","3"
2020-04-30 18:01:54,5076,"Birds","4","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","Not evaluated","","Woody hedgerows length","Y_Zhang","4"
2020-04-30 18:02:28,5076,"Birds","5","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","Not evaluated","","Tree row length","Y_Zhang","5"
2020-04-30 18:02:59,5076,"Birds","6","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Unknown/Unclear (ADD TO COMMENT BOX)","Positive (beneficial)","Not evaluated","","Slope","Y_Zhang","6"
2020-04-30 18:34:48,80,"Reptiles","2","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.033","Observations were aggregated into two bins (0–50 m and 51–100 m) with number of
reptiles increasing away from road (from an average of 0.1 individuals near the road to an average of 0.85 individuals further away from the road","M_Lei","2"
2020-04-30 18:34:51,80,"Birds","1","Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.001","the GLME analysis for native bird species abundance revealed that bird numbers increased away from roads","M_Lei","1"
2020-04-30 19:27:49,708,"Fish","1","Taxonomic","Population dynamics (survival, fitness, reproduction, mortality, etc.)",NA,NA,"Alpha (w/in site)","Month","Negative (detrimental)","Not evaluated","","Distribution of length frequencies of redline torpedo barbs","M_Lei","1"
2020-04-30 19:27:51,708,"Fish","2","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)","",NA,"Alpha (w/in site)","Month","Negative (detrimental)","Not evaluated","","Growth‐, mortality‐, and exploitation‐related parameters of redline torpedo barbs","M_Lei","2"
2020-04-30 19:36:08,4831,"Invertebrates","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Neutral (only when there is absolutely no difference in metrics)","FALSE","","No significant difference in taxonomic richness between low and high tourist seasons at site 1","K_Kapsar","1"
2020-04-30 19:36:10,4831,"Invertebrates","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Seasonal","Unclear","FALSE","","No significant differences in density at site 1 across seasons","K_Kapsar","2"
2020-04-30 19:36:11,4831,"Invertebrates","3","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","TRUE","0.05","Statistically significant decline in density across seasons at site 2","K_Kapsar","3"
2020-04-30 19:36:13,4831,"Invertebrates","4","Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Seasonal","Negative (detrimental)","TRUE","0.005","Significant difference in richness between site 1 and pristine sites","K_Kapsar","4"
2020-04-30 19:36:15,4831,"Invertebrates","5","Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Seasonal","Negative (detrimental)","TRUE","0.01","Significant difference in richness between site 2 and pristine sites","K_Kapsar","5"
2020-04-30 19:36:17,4831,"Invertebrates","6","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Beta (between pairs of sites)","Seasonal","Negative (detrimental)","TRUE","0.01","Significant difference in density between site 1 and pristine sites","K_Kapsar","6"
2020-04-30 19:36:19,4831,"Invertebrates","6","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Beta (between pairs of sites)","Seasonal","Negative (detrimental)","TRUE","001","Significant difference in density between site 2 and pristine sites","K_Kapsar","6"
2020-04-30 19:36:21,4831,"Invertebrates","7","Taxonomic",NA,"Composition (what species?)",NA,"Gamma (across all sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.01","Difference in assemblage structure between site 1 and pristine beaches","K_Kapsar","7"
2020-04-30 19:36:23,4831,"Invertebrates","9","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.01","Difference in assemblage structure between site 2 and pristine beaches","K_Kapsar","9"
2020-04-30 19:36:25,4831,"Invertebrates","10","Taxonomic",NA,"Composition (what species?)",NA,"Alpha (w/in site)","Seasonal","Unclear","FALSE","","No difference in assemblage structure between april and august at site 1","K_Kapsar","10"
2020-04-30 19:36:26,4831,"Invertebrates","11","Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.01","Significant difference in assemblage structure at site 2 between april and august","K_Kapsar","11"
2020-04-30 20:36:21,1681,"Mammals","1","Taxonomic","With-in species diversity (genetic diversity, age structure, etc.)",NA,NA,"Alpha (w/in site)","Annual","Negative (detrimental)","TRUE","0.05","bat mortality","M_Lei","1"
2020-04-30 21:27:11,4832,"Plants/trees/shrubs","2","Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha (w/in site)","Annual","Negative (detrimental)","FALSE","0.923","Mean and 5% confidence intervals for species groups, grazed versus ungrazed","M_Lei","2"
2020-04-30 21:27:13,4832,"Plants/trees/shrubs","1","Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","","Negative (detrimental)","FALSE","0.933","Mean and 5% confidence intervals for species groups, grazed versus ungrazed","M_Lei","1"
2020-04-30 21:37:15,6948,"Birds","1","Taxonomic","Log10 of number of Calidris alba",NA,NA,"Alpha (w/in site)","Day","Negative (detrimental)","FALSE","0.071","Log 10 of number of tourists vs. Log10 of number of Calidris alba","Y_Zhang","1"
2020-04-30 21:38:16,6948,"Birds","2","Taxonomic","Log10 of number of Arenaria interpres",NA,NA,"Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.048","Log 10 of number of tourists vs. Log10 of number of Arenaria interpres","Y_Zhang","2"
2020-04-30 21:39:29,6948,"Birds","3","Taxonomic","Log10 of number of Charadrius collaris",NA,NA,"Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.009","Log 10 of number of tourists vs. Log10 of number of Charadrius collaris","Y_Zhang","3"
2020-04-30 21:40:23,6948,"Birds","4","Taxonomic","Log 10 of number of tourists vs. Log10 of number of Calidris canutus",NA,NA,"Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.0001","Log 10 of number of tourists vs. Log10 of number of Calidris canutus","Y_Zhang","4"
2020-04-30 21:41:19,6948,"Birds","5","Taxonomic","Log10 of number of Calidris pusilla",NA,NA,"Alpha (w/in site)","Day","Negative (detrimental)","TRUE","0.0001","Log 10 of number of tourists vs. Log10 of number of Calidris pusilla","Y_Zhang","5"
2020-04-30 21:42:25,6948,"Birds","6","Taxonomic","Log10 of number of Chradrius semipalmatus",NA,NA,"Alpha (w/in site)","Day","Negative (detrimental)","FALSE","0.5","Log 10 of number of tourists vs. Log10 of number of Chradrius semipalmatus","Y_Zhang","6"
