Timestamp,Coder ID,Paper ID Code ,Year Published,First Author's Last Name,Criteria 1: Biodiversity,Criteria 2: Metacoupling,Criteria 3: Biodiversity Quantification,Criteria 4: Study Type,Were you able to explicitly indicate that the paper meets all four of our criteria for the previous questions?,,,Did you check for relevant information in the supplementary material?,Concerns/Comments,Does this paper need further discussion with the whole group? (Expect most answers to be no),"Did the authors explicitly reference distant impacts on biodiversity in the text of the paper? (If yes, you did not have to infer that there was a telecoupling process.)",Please explain your above answer.
4/16/2020 17:01:30,C_Hovis,3275,2015,Ding,Bird spp,NA,Guild Richness,Observational study,No,,,No,"Reject, no apparent distant imapct on BD",,,
4/16/2020 16:52:01,C_Hovis,3040,2015,Serafy,Reef fish,NA,Abundance,Observational study,No,,,No,"rejected, Only used population to proxy anthro impact, no distant impact apparent",,,
4/16/2020 16:47:29,C_Hovis,24,2019,Wallach,NA,NA,NA,Review (not qualified for coding),No,,,No,Paper arguing non native spp should be counted in biodiversity assessments,,,
4/16/2020 16:39:39,C_Hovis,1206,2018,Tsutsui,Arthorpod diversity,NA,Richness,Observational study,No,,,Yes,"Studied impact of Organic farming on arth div, but no apparent distant impact related to organic transition",,,
4/16/2020 16:31:27,K_Kapsar,2723,2015,Estes,Sea otter and stellar sea cow,Fur trade of otter pelts,Sea cow population dynamics,Modeling study (using empirical data and not projected),Yes,,,No,"Did not fill out the other forms. While the sea otter and kelp data are empirical, the sea cow data are modeled based on dugong research. Furthermore, this is a historical telecoupling (1700s ish). Unclear whether this would count, but it's an interesting research idea! ",Yes,Yes,Harvest of sea otters for distant fur trade 
4/16/2020 16:19:52,C_Hovis,526,2018,Claudio,Bacteria study,NA,NA,Observational study,No,,,No,Study on microbiome diversity of bats,,,
4/16/2020 15:17:04,K_Kapsar,2642,2016,Lourdes,Fish,Aquaculture,"species richness, evenness, and Shannon-Wiener diversity",Observational study,Yes,,,No,,No,No,Aquaculture was assumed to be for trade/distant consumption
4/16/2020 15:02:24,K_Kapsar,2557,2016,Xu,NA land cover,Mining,Land cover change,Observational study,No,,,No,,No,No,
4/16/2020 14:55:13,K_Kapsar,2537,2016,Chen,Pests on agriculture and local biodiversity? ,Transfer of agricultural pests? ,NA,Review (not qualified for coding),No,,,No,,No,Yes,
4/16/2020 12:06:26,Y_Zhang,311,2013,Farris,Dune plants,Tourist trampling impact on plant species cover,species cover,Experimental study,Yes,,,No Supplementary Material Provided,,No,Yes,
4/16/2020 11:18:16,Y_Zhang,227,2019,Marquardt,"Biodiveristy indicators (alpha, gamma)","Human consumption (direct, agriculture/land use) impact on biodiveristy footprint","Alpha (mean species abundance, relative abundance, relative within-sample species richness), gamma (vulnerability-weighted global relative species)",Observational study,Yes,,,Yes,,No,No,"No explicit discussion on distant impacts, but could infer human consumption (direct, agriculture/land use) and biodiveristy relationship"
4/16/2020 10:35:02,Y_Zhang,200,2016,Mingist,Fish spawning ground,Sand mining (trade) impact on fish habitat,N/A (only habitat assessment: water quality indicators),Observational study,No,,,No Supplementary Material Provided,"Sand mining sites, number of labors and intensity ~ water quality (physico-chemical parameters such as temperature, conductivity, TDS, pH, Secchi depth) ~ no biodiversity measurements",No,No,
4/15/2020 16:22:58,K_Kapsar,2414,2016,Klingbeil,birds,NA,"richness, phylogenetic and functional diversity",Observational study,No,,,No,,No,No,
4/15/2020 16:19:25,K_Kapsar,1907,2016,Gasparella,NA,NA,Land use change?,Observational study,No,,,No,,No,No,
4/15/2020 16:06:02,K_Kapsar,1862,2017,Meng,NA,Agriculture?,NA,Observational study,No,,,No,,No,No,
4/15/2020 15:27:08,K_Kapsar,1743,2017,Balduino,Fish,Tourism,"Species richness, abundance, diversity, dominance",Observational study,Yes,,,No,,No,Yes,"""Tourists visit the area for cave tourism, birdwatching and, mainly, underwater trails (i.e. snorkeling along clear streams)."""
4/15/2020 15:14:22,K_Kapsar,1661,2017,Santos,Birds,NA,Diversity of birds hitting windows,Observational study,No,,,No,,No,No,
4/14/2020 13:53:20,E_Dean,3813,2014,Araujo,Riverine fish communities,No metacoupling identified,Fish species abundance,Observational study,No,,,Yes,"Although a dam is discussed, there is no mention of any metacoupling process",,,
4/14/2020 13:43:48,E_Dean,3766,2014,De Miguel,Riverine fish species composition,No metacoupling,No biodiversity quantification,Observational study,No,,,Yes,Study created a list of species present after a mining spill. No analyses.,,,
4/14/2020 13:34:35,E_Dean,3132,2015,de Vasconcellos Pegas,"""Local culturally important species""",Tourism,No quantification of biodiversity,Review (not qualified for coding),No,,,Yes,,,,
4/14/2020 13:08:06,E_Dean,1290,2017,de Cordova,Not available in English,Not available in English,Not available in English,Not available in English,No,,,Yes,Not available in English,,,
4/14/2020 13:05:31,E_Dean,1268,2018,Redhead,Winter and breeding season abundance of farmland birds,No metacoupling identified,"Abundance of winter season farmland bird species, abundance of breeding season farmland bird species",Observational study,No,,,Yes,,,,
4/14/2020 12:22:32,K_Kapsar,1337,2017,Sanchez-Palencia,NA,Organochlorine pesticide transfer,NA,Observational study,No,,,No,,No,Yes,Transport of OCPs from distant locations. 
4/14/2020 12:18:15,K_Kapsar,1034,2018,Trull,NA - Foraminifera/Diatoms,NA,NA,Observational study,No,,,No,,No,No,
4/14/2020 12:11:23,K_Kapsar,902,2018,Colli,Water Buffalo,NA,Genetic diversity ,Observational study,No,,,No,"This paper looks at the genetic diversity of water buffalo worldwide and hypothesizes potential routes that they traveled to get to particular locations, but does not examine a telecoupling per se or the impact of a telecoupling on this diversity. ",No,No,
4/14/2020 12:11:15,E_Dean,5493,2018,Gavioli,Riverine fish communities,No external process identified,Fish community composition,Observational study,No,,,Yes,,,,
4/14/2020 12:04:20,K_Kapsar,860,2018,Stump,Pufferfish,NA,NA,Review (not qualified for coding),No,,,No,,No,No,
4/14/2020 11:35:42,E_Dean,339,2013,Oldekop,Ferns and leaf litter frogs,Market forces (trade) and the regulation of those markets through government,"Species richness of ferns, species richness of leaf litter frogs",Observational study,Yes,,,Yes,,,,
4/14/2020 11:35:28,K_Kapsar,25,2019,Jimenez-Lopez,Orchids,NA (only local trade of orchids),NA,Observational study,No,,,No,,No,No,"""In this region, the orchid vendors also extract the plants from the forests in their communities, while the buyers are inhabitants of the cities where the orchids are traded. Therefore, this business is local throughout its trading chain."""
4/14/2020 10:25:10,A_Herzberger,1616,2016,Gamero,Farmland bird diversity ,EU conservation policy,"farmland bird population growth rate, relative abundance  ",Observational study,Yes,,,Yes,,No,Yes,They study impact of the EU conservation directive 
4/14/2020 10:16:50,A_Herzberger,5477,2018,Symes,habitat loss and exploitation of bird species ,"habitat loss , exploitation, wildlife trade","habitat loss, attribute population declines to exploitation ",Observational study,Yes,,,Yes,,No,Yes,
4/11/2020 16:45:12,E_Dean,4682,2013,Sato,Alpine and sub-alpine fauna,Tourism to winter recreational sites,"Population and community descriptors (e.g. abundance), population viability, fitness measures, and ""other measures"" which included habitat use",Review (not qualified for coding),No,,,Yes,,No,No,
4/11/2020 16:40:58,E_Dean,1253,2018,Chhetri,Plant community,Tourism,Rhododendron species richness,Observational study,Yes,,,Yes,,No,No,"Authors mention tourism as a process that affects the Rhododendron community, however, there is not analysis. They do not relate tourism to biodiversity. They only recorded species present in the study area (no analysis)."
4/11/2020 16:36:19,E_Dean,259,2014,Guan,Plants (Carex heterolepis)  ,"Inundation of river system for variety of purposes (energy, recreation)",Carex biomass,Experimental study,Yes,,,Yes,"Paper is a no, although it ""technically"" met criteria.",,No,"The authors mention the inundation is a result of human needs but does not link biodiversity to some telecoupling factor. Additionally, the study was an experiment and therefore did not directly measure the effects of inundation."
4/11/2020 16:17:14,E_Dean,6004,2012,Bodis,Riverine fauna,Species invasion,No biodiversity metric,Review (not qualified for coding),No,,,Yes,,,,
4/11/2020 16:14:12,E_Dean,4243,2014,Kirkwood,Dynamics of penguin and red fox populations,"No metacoupling, just mention of introduciton of red foxes to Australia","Fox abundance, penguin abundance",Observational study,No,,,Yes,,,,
4/11/2020 15:18:28,E_Dean,3238,2015,Robinson,Penguin population dynamics,Trade (fishery harvesting forage fish to meet demands of market that ultimately influences penguin species that feeds on forage fish),Penguin abundance,"I would categorize as not qualified because they specifically say ""projecting"" results.",No,,,Yes,,,,
4/11/2020 15:12:49,E_Dean,1222,2018,Henriques,Genetic diversity of dusky kob,No metacoupling identified,"Genetic diversity quantified, not biodiversity",Observational study,No,,,Yes,,,,
4/11/2020 15:08:59,E_Dean,1136,2018,Bai,Waterbird communities,Not articulated in paper,"Species richness, species mean density, species maximum density, Shannon diversity index, Pielou's evenness index",Observational study,No,,,Yes,,,,
4/11/2020 14:52:35,E_Dean,12,2019,Nieman,No biodiversity examined,"Trade, human migration",No biodiversity examined,Modeling study (using empirical data and not projected),No,,,Yes,,,,
4/11/2020 14:10:13,E_Dean,5844,2012,Brewer,Reef fish assemblages,Trade,"Species richness, Pielou's species evenness, average taxonomic distinctness, variation in taxonomic distinctness",Observational study,Yes,,,Yes,,,,
4/10/2020 9:02:29,A_Herzberger,1377,2017,Capinha,global richness of alien amphibians and reptiles ,flows of alien amphibians and reptiles from native ranges,richness of established alien amphibians and reptiles,Observational study,Yes,,,Yes,,Yes,Yes,they looked the flows of the alien species from native ranges 
4/9/2020 17:56:39,E_Dean,882,2018,Mori,Native rodent populations,Species invasion,Not quantified,Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
4/8/2020 15:53:17,E_Dean,4965,2013,Bergstrom,Fish communities,Energy Transfer,"Fish species diversity (Shannon's), abundance, composition",Observational study,No,,,No Supplementary Material Provided,,No,No,"The author's discussed wind farms, but did not put the wind farms into context of telecoupling."
4/8/2020 15:37:45,E_Dean,1676,2017,Robichaud,Breeding and migrating bird communities,Species invasion,"Bird species community composition, diversity, abundance, and richness",Observational study,No,,,No Supplementary Material Provided,They mention species invasions  but do not provide any information on distant impacts.,No,No,They mention species invasions  but do not provide any information on distant impacts.
4/7/2020 12:13:49,E_Dean,17,2019,Brandt,Forest cover,Tourism,Forest loss (change from forest to non-forest),Modeling study (using empirical data and not projected),Yes,,,No Supplementary Material Provided,,No,Yes,
4/6/2020 16:38:07,X_Wu,6820,2010,Young,White-breasted Thrasher (Ramphocinclus brachyurus),Tourism,Population,Observational study,Yes,,,No Supplementary Material Provided,,,,
4/6/2020 16:20:12,X_Wu,5781,2012,Binet,Fish stock,Migration of fishers,NA,Review (not qualified for coding),No,,,No Supplementary Material Provided,This paper focuses on fish stocks rather than biodiversity.,,,
4/6/2020 16:06:53,X_Wu,4737,2013,Lyons,Freshwater turtles,International pet trade,NA,Observational study,No,,,No Supplementary Material Provided,"Although this paper is about international pet trade, it just foucused on the harvest of turtles, didn't analyze the population or any other biodiversity index.",,,
4/6/2020 15:36:41,X_Wu,4551,2013,Fukami,Plant species,Species invasion,"Alpha, beta and gamma diversity of native plants",Observational study,Yes,,,No Supplementary Material Provided,,,,
4/6/2020 14:55:16,X_Wu,5224,2019,Cao,NA,NA,NA,Observational study,No,,,No Supplementary Material Provided,"This paper is not in English, and is not about metacoupling.",,No,
4/6/2020 12:40:47,X_Wu,3156,2015,Nawrot,NA,Species invasion,NA,Observational study,No,,,No,"This paper is about the factors affecting invsion success, not biodiversity.",,,
4/6/2020 12:24:36,X_Wu,163,2019,Chaudhary,Species extinctions,Trade,Endemic species,Modeling study (projected),No,,,Yes,"Using a recent high resolution and harmonized global land use map along with IUCN habitat classification data for all 22,386 mammal, bird, and amphibian species, to project endemic species extinctions due to habitat loss to date across all 804 terrestrial ecoregions.
This paper studies the effect of global trade. Unfortunately, it's a projecting study.    ",,,
4/6/2020 12:06:24,X_Wu,148,2017,Schowalter,NA,NA,NA,Review (not qualified for coding),No,,,No,This paper is about biology and management of a native insect.,,,
4/6/2020 11:43:28,X_Wu,5309,2019,Dunn,Gentoo penguin,Tourism,Population,Observational study,Yes,,,Yes,,,,
4/6/2020 11:13:43,X_Wu,4812,2013,DOUGLAS,Land snail,NA,"Species diversity, richness, and abundance",Observational study,No,,,No,This paper is about the impact of land use on ecosystem integrity.,,,
4/6/2020 10:53:29,X_Wu,4393,2013,Hanafiah,Freshwater native species,Species invasion,Species richness,Modeling study (using empirical data and not projected),Yes,,,Yes,This paper mainly used secondary data.,No,Yes,
4/6/2020 10:33:17,X_Wu,3974,2014,Lyon,Fish,NA,Population,Observational study,No,,,No,This paper is about the capture probability of fishes. No metacoupling process was mentioned.,,,
4/6/2020 10:23:17,X_Wu,2514,2016,Zander,NA,NA,NA,Review (not qualified for coding),No,,,No,"This paper is about grain legume, not biodiversity, and it's a review.",,,
4/6/2020 10:19:34,X_Wu,2489,2016,Shaw,Coral reef,NA,NA,Observational study,No,,,No,"This paper is about ocean acidification, no metacoupling process was metioned.",,,
4/6/2020 9:59:16,X_Wu,1799,2017,Harris,Birds,Pet trade,Bird abundance,Observational study,Yes,,,Yes,,No,,
4/6/2020 9:17:43,X_Wu,1299,2017,Coppes,Habitat of capercaillie,Tourism (outdoor recreation),Habitat,Observational study,Yes,,,Yes,,No,No,"This paper is about the effect of outdoor recreation on habitat reduction, and use the distance to recreation infrastructure as proxy. "
4/5/2020 18:14:31,X_Wu,920,2018,Pereira,Seabirds,"Ship density, oil pollution risk",NA,Observational study,No,,,No,,,,
4/5/2020 17:52:01,X_Wu,180,2019,Deng,Fish habitat,NA,NA,Modeling study (using empirical data and not projected),No,,,No,,,,
4/5/2020 17:23:08,E_Dean,4860,2013,Stohlgren,Plant communities,Species invasions,No quantification of biodiversity,Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
4/5/2020 17:14:43,X_Wu,5853,2012,Flecks,Turquoise dwarf gecko (Lygodactylus williamsi),International pet trade,Population size,Interview,Yes,,,No Supplementary Material Provided,,No,Yes,
4/5/2020 16:59:13,X_Wu,5107,2019,Nagy,Protected and adventive plant species,Tourism,Species,Observational study,No,,,Yes,This paper didn't analyze the human-nature interactions.,,,
4/5/2020 16:49:54,X_Wu,2765,2016,Antit,Molluscan assemblages,NA,Species richness,Observational study,No,,,No,"This paper analyzed the effect of environmental factors on biodiversity, and they hypothesized that the environmental factors were affected by tourism. But they didn't measure tourism.",,,
4/5/2020 16:36:30,E_Dean,6502,2011,Nocera,Abundance of grassland birds,Trade,Abundance of grassland birds,Modeling study (using empirical data and not projected),Yes,,,No Supplementary Material Provided,,,Yes,
4/5/2020 16:16:28,X_Wu,2345,2016,Farwell,Breeding songbirds,Shale gas development,Species richness,Observational study,Yes,,,Yes,,,,
4/5/2020 16:14:42,E_Dean,3868,2014,de Bie,Plant communities,Tourism,Plant species richness,Observational study,Yes,,,No Supplementary Material Provided,,,Yes,"As a note, they briefly outline that tourism may affect species composition via disturbance."
4/5/2020 16:10:16,E_Dean,2631,2016,Thomas,Plant communities,Species invasion,No quantification of biodiversity,Observational study,No,,,No Supplementary Material Provided,,,,
4/5/2020 16:00:31,E_Dean,2146,2017,Pace,Terrestrial biodiversity,Trade,No biodiversity quantification,Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
4/5/2020 15:54:06,E_Dean,1227,2018,Peterson,No biodiversity metric,Species invasion,No biodiversity quantiification,Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
4/5/2020 15:53:35,X_Wu,992,2018,Johnson,Lake littoral invertebrate,Species invasion,Species composition,Observational study,Yes,,,Yes,,,,
4/5/2020 15:49:33,E_Dean,6236,2016,Pickering,Plant communities,Does not seem to be a metacoupling?,Plant species composition and richness,Observational study,No,,,No Supplementary Material Provided,,No,No,Discuss mountain-biking but not in the context of tourism
4/5/2020 15:41:32,E_Dean,5032,2019,Scheele,Amphibian species,Disease spread,Species abundance,Modeling study (using empirical data and not projected),Yes,,,Yes,"I do not know if there is enough of a ""link"" between the distant driver and the biodiversity impact. It seems like a status assessment, so I say exclude for now.",Yes,No,Yes and no. They briefly say where the disease originated and how it spread via human means.
4/5/2020 15:37:00,X_Wu,875,2018,Kelly,NA,NA,NA,Observational study,No,,,No,"This papar is about habitat selection of songbirds, not biodiversity.",,,
4/5/2020 15:32:12,X_Wu,635,2018,Jeres,Fish,NA,NA,Observational study,No,,,No,Only the abstract is in English.,,,
4/5/2020 15:29:17,X_Wu,470,2019,Armstrong,Biodiverstiy in North Atlantic,NA,NA,Survey,No,,,No,This paper is based on survey of experts rather than measurement.,,,
4/5/2020 15:23:44,X_Wu,441,2019,Mottaghi,Interstitial crustaceans,NA,Shannon–Wiener Index,Observational study,No,,,No Supplementary Material Provided,"This paper foucuses on anthropogenic disturbances, and compares diversity in natural beaches and artificial/disturbed beaches, but didn't mention the metacoupling process.",,,
4/5/2020 15:20:17,E_Dean,2517,2016,Jones,No biodiversity metric,Migration,No biodiversity metric,Observational study,No,,,No Supplementary Material Provided,,,,
4/5/2020 15:16:32,X_Wu,111,2019,Moore,Species in Nyungwe National Park,NA,Species richness,Observational study,No,,,No,"This paper is about the poaching activity in conservation area. Although they used tourist trails, it can not reflect the external process.",,,
4/5/2020 15:15:51,E_Dean,216,2019,Fantinato,Pollination networks,Tourism,Richness of animal-pollinated plants and pollinators,Observational study,Yes,,,No Supplementary Material Provided,I would not include this paper,No,No,"The author discusses tourism, but does not reference distant impacts on biodiversity "
4/5/2020 15:05:47,E_Dean,4016,2014,Bommarco,Insect and plant communities,No metacoupling described,Species richness,Observational study,No,,,No Supplementary Material Provided,,,,
4/5/2020 14:41:37,E_Dean,1717,2017,Pickering,Plan community,Tourism,"Plant species richness, composition, cover",Observational study,Yes,,,No Supplementary Material Provided,"This paper has a similar design to a ""inside/outside"" college campus example. Will proceed forward as there is mention of telecoupling process.",No,Yes,
4/5/2020 14:34:42,E_Dean,5576,2012,Chiu,Fish communities ,Species invasion,Fish abundance,Observational study,Yes,,,No Supplementary Material Provided,,No,No,"The authors only discuss the invasion of a fish species due to angler introductions in Taiwan, however, it is not clarified how this is a metacoupling process (e.g. where is the species from?)"
4/5/2020 13:08:03,X_Wu,7311,2010,Bendix,Tropical mountain rainforest,NA,NA,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,"This paper is about climate change, not metacoupling",,,
4/5/2020 13:03:04,X_Wu,5336,2018,Bennett,Migratory birds,NA,"Abundance, richness",Observational study,No,,,Yes,"Just focused on different land cover types, no external process was mentioned.",,,
4/5/2020 12:15:44,X_Wu,5273,2019,Hu,Animial,Tourism,NA,Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
4/5/2020 12:11:15,X_Wu,5181,2019,Wyckhuys,NA,Species invasion; trade,NA,Observational study,No,,,Yes,"Just focused on deforestation, didn't measure biodiversity",,,
4/5/2020 11:56:16,X_Wu,5129,2019,Li,Shorebirds,NA,Abundance,Observational study,No,,,No Supplementary Material Provided,"Only focused on land use, no external process was mentioned",,,
4/5/2020 11:41:09,X_Wu,5125,2019,Niu,Forest,Tourism,Species diversity,Observational study,Yes,,,No Supplementary Material Provided,,,,
4/5/2020 11:29:34,X_Wu,4077,2014,Nascimbene,Lichen,Tourism,NA,Observational study,No,,,No,,,,
4/5/2020 11:24:23,X_Wu,3926,2014,Ishiyama,Aquatic animal,NA,Species richness,Observational study,No,,,No Supplementary Material Provided,"Focused on wetland connectivity, didn't mention the external process.",,,
4/5/2020 7:57:11,E_Dean,3122,2015,Sa-Oliveira,Freshwater fish communities,Dams built for hydropower,"the abundance, biomass, species richness, alpha diversity and species dominance",Observational study,Yes,,,No Supplementary Material Provided,I will assess this paper as we are not sure about inference.,No,No,"There is no ""flow"" to connect distant impacts to change in biodiversity."
4/5/2020 7:35:27,E_Dean,2998,2015,Phomikong,Diversity and community structure of freshwater fishes,Use of dams for hydropower for cities in the surrounding area,"Fish specie richness, Shannon's diversity index, abundance-biomass",Observational study,Yes,,,No Supplementary Material Provided,I will still fill out this survey although the flow is not readily apparent.,No,No,"The author is comparing fish species diversity and composition among rivers with dams - there is not a ""flow"" that is apparent to connect hydropower (unless the dam as a structure would count) to connect to shifts in species diversity and composition."
4/3/2020 13:52:18,X_Wu,2923,2016,Moran,Biodiversity footprint,Trade,NA,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,It didn't measure biodiversity.,,,
4/3/2020 11:09:03,R_Chen,153,2015,Gonzalo Bravo,1,recreation,structure and composition,Observational study,No,,,No Supplementary Material Provided,,No,No,don't mention the source of recreation
4/3/2020 10:52:24,R_Chen,109,2014,Michael V. Cove,1,fragmentation,species’  occurrence,Observational study,Yes,,,No,,No,No,"fragmentation is a local effects, and drivers were not discussed"
4/3/2020 10:33:09,X_Wu,1850,2016,Bharathi,"Tree species diversity, structure",NA,Species richness,Observational study,No,,,No Supplementary Material Provided,"It is about the sacred groves, religion, not metacoupling ",,No,
4/3/2020 10:31:37,R_Chen,94,2016,Danna Titelboim,Abundances decreased,intracoupling,Abundances ,Observational study,Yes,,,No Supplementary Material Provided,not relevant to metacoupling,No,No,no external drivers were talk about
4/3/2020 10:05:06,R_Chen,77,2011,Salvador Salvador,Large mammal species,ecotourism,species richness and habitat use,Observational study,Yes,,,No Supplementary Material Provided,no metacoupling effects mentioned,No,Yes,186 km of walk censuses
4/3/2020 9:57:20,V_Frans,2577,2016,Titelboim,foraminifera abundance,Thermal pollution from power and desalination plants,numerical abundance (number of specimens per gram dry sediment),Observational study,Yes,,,No,"Unable to say no to any of these, but this paper is NOT ELIGIBLE for survey 2 and 3 because of the SPECIES. These are single-cell organisms.",No,Yes,"They assessed numerical abundance of foraminifera at 300m, 2km, and 18km from the thermal discharge point."
4/2/2020 22:00:48,MG_Chung,6655,2011,Salvador,large mammals,ecotourism,species richness; species composition,Observational study,No,,,No Supplementary Material Provided,,No,No,They simply measured species richness and composition between tourism trails and pristine forests. There are no actual tourism impacts (or human dimensions).
4/2/2020 21:38:11,MG_Chung,3924,2014,Cove,mesopredator abundance,the impacts of pineapple production (land use changes) on mesopredator,species detection; species occurence,Observational study,Yes,,,Yes,,No,No,"They just focused on intracoupling, not mentioned distant flows."
4/2/2020 14:51:41,A_Torres,6655,2011,Salvador,Large mammals,"ecotourism, but it does not really assess the effects of ecoutourism",species richness and habitat,Observational study,No,,,No Supplementary Material Provided,"It does not assess differences between touristic and non touristic areas, the authors only discuss it. ",No,Yes,"tourism exploited area, though do NOT specify from where the tourists come from"
4/2/2020 14:36:59,A_Torres,3924,2014,Cove,ocurrence of mesopredators,pineapple production for trade,species’ detection and occurrence,Observational study,Yes,,,No Supplementary Material Provided,,No,No,
4/2/2020 14:02:07,A_Torres,3456,2015,Bravo,benthic communities,Tourism,percentage cover of benthic organisms and compared benthic assemblage structure and composition,Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,Very touristic area
4/2/2020 9:42:26,A_Herzberger,2627,2016,Reuter,# of lemurs as pets,capturing lemurs from the wide as pets,# of lemurs,Observational study,No,,,No Supplementary Material Provided,the did social surveys to estimate the lemurs snatched from the wild and kept as pets - not sure that counts as biodiversity metric,,No,
4/1/2020 15:36:32,A_Herzberger,292,2019,NOBRE,lake zooplankton & fish abundance,introduction of a fish ,species richness ,Observational study,Yes,,,Yes,,No,Yes,a omnivores was  introduced shortly after a mine opened up
4/1/2020 8:09:18,A_Herzberger,2546,2015,Sanderson,population of Annes I birds ,the EU conservation directive classification,bird populations,Observational study,Yes,,,Yes,,No,No,looking at the impact of the conservation directive on bird population classified as annex I
4/1/2020 8:03:04,A_Herzberger,6515,2011,Youm,invasive species ,trade,its a review ,Review (not qualified for coding),No,,,No Supplementary Material Provided,,No,Yes,
3/31/2020 15:38:37,A_Torres,2669,2016,Tolkkinen,bryophyte and invertebrate communities,Land drainage,bryophyte and invertebrate communities,Observational study,No,,,No,Not a telecoupling paper. Land drainage does not seem to be linked with any distant factor,No,No,No mention of distant factors
3/31/2020 15:27:14,A_Torres,2660,2016,Farrag,NA,puffer fish species expansion,NA,Observational study,No,,,No,,No,Yes,species migration
3/31/2020 15:22:39,A_Torres,2586,2016,Terui,"habitat capacity, heterogeneity and immigration of diadromous fishes",NA,species richness,Observational study,No,,,No Supplementary Material Provided,,No,No,"Though they mention the importance of the variable distance to the sea there is not human-nature interaction, i.e., no telecoupling. There are no dams or human-made barriers in the river."
3/31/2020 15:02:06,A_Torres,2577,2016,Titelboim,benthic foraminifera,thermal pollution due to power and desalination plants,Abundance and richness,Observational study,No,,,No,"Exclusion due to focus on foraminifera, which are not one to the targetted taxa",No,Yes,distance to power and desalination plants
3/31/2020 14:58:23,A_Torres,2252,2016,Páez-Osuna,NA,climate change,NA,Review (not qualified for coding),No,,,No,,No,Yes,"invasion of alien species, climate change"
3/31/2020 14:55:08,A_Torres,2014,2017,Streich,Red Snapper and the Associated Fish Community,NA,fish populations,Observational study,No,,,No Supplementary Material Provided,Not a telecoupling paper. It assesses the local effects of a new artificial reef on fish populations.,No,No,
3/31/2020 14:48:51,A_Torres,1831,2017,Xiong,NA,Species invasion,NA,Review (not qualified for coding),No,,,Yes,,No,Yes,"source regions were the Atlantic, Pacific, Indo-Pacific, and Indian Oceans"
3/31/2020 14:43:09,A_Torres,1821,2017,Wilting,biodiversity footprint,global trade,mean species abundance,Modeling study (using empirical data and not projected),Yes,,,Yes,,,Yes,
3/31/2020 14:37:58,C_Hovis,3924,2014,Bravo,Occurrence of mesopredator ,presence of pineapple plantations,occurence,Observational study,Yes,,,Yes,Note that the authors report results for detection and occurrence. Only occurrence counts as a BD metric,No,No,"Pineapple plantations not explicitly linked with distant drivers, but TC can be inferred in references"
3/31/2020 14:18:59,A_Herzberger,6331,2011,Vibrans,forest species composition ,"human disturbance, Logging, Livestock, Agriculture","species abundance, diversity, ",Observational study,Yes,,,No Supplementary Material Provided,,No,No,they just refer to logging and agriculture - it is in Brazil
3/31/2020 14:07:57,A_Herzberger,1975,2017,Chen,NA/Community and habitat change,invasive species,NA/# of invasive species,Review (not qualified for coding),No,,,Yes,,No,Yes,fish were brought in for X reasons
3/31/2020 13:52:42,A_Torres,1590,2017,Dale,naturally generating forests,trade of woody pellets,extent of naturally generating forests and number of standing dead trees,Modeling study (using empirical data and not projected),Yes,,,No,,,Yes,Exports of woody pellets from the southeastern United States (US) for European power plants
3/31/2020 13:47:32,A_Herzberger,2253,2016,Ferrigno,community structure and composition of coral reefs,fishing and tourism,"coral abundance, quality  ",Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,measured distance from sample sites to fishing villages and scuba dive resorts
3/31/2020 11:21:52,A_Torres,1551,2017,Mota Machado,Benthic communities,Tourism,abundance of macrofauna species,Observational study,Yes,,,No,,No,Yes,"Tourism, though the source of tourists is not mentioned"
3/31/2020 11:15:43,A_Torres,1492,2017,Marko,Abundance of beetles,NA,Abundance of beetles,Observational study,No,,,No,"It is a very local pericoupling, effects of landscape composition surrounding apple orchards on beetle abundance",No,No,
3/30/2020 20:35:55,A_Torres,1488,2017,López-Ricaurte,avian biodiversity,oil palm expansion,Bird species richness and abundance,Observational study,Yes,,,No,,No,No,they mention 'growing demand for agricultural commodities'
3/30/2020 19:46:36,A_Torres,964,2018,Gabaldón,dynamics of crustacean species,NA,Fish productivity,Observational study,No,,,No,,No,No,this article is about carp pond management
3/30/2020 19:08:54,A_Torres,922,2017,Bhuiyan,Biodiversity loss,foreign direct investment (FDI) inflows,Forest area and Global Environment Facility biodiversity index,Modeling study (using empirical data and not projected),Yes,,,No Supplementary Material Provided,,No,Yes,Foreign direct investment by default involves a distant impact
3/30/2020 19:06:08,C_Hovis,2577,2016,Titelboim,NA,NA,NA,Observational study,No,,,Yes,Study organisms (Foraminifera) not animal or plant (protists/algae),No,No,
3/30/2020 18:42:57,C_Hovis,6655,2011,Salvador,Mammal species richness,tourism,species number,Observational study,Yes,,,No Supplementary Material Provided,"Paper not very convincing, don't actually measure tourist impact very well IMO but it is there as a categorical variable ",No,Yes,Direct link to eco-tourism and potential threats to biodiversity
