"paper_id","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id.x","UID","hab","tc","biodiv_countries","list_countries","data_source_meta","data_source_biodiv","tele_cat","data_type_meta","data_type_biodiv","habitat","list_continents","coder_id.y","num_countries","scale_entire","meta_var_type","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","num_biodiv_metrics","list_biodiv_metrics","bd_continents","taxa","sig_effect","maj_eff"
84,20,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"laughing kookaburra, Harvest 1-5","C_Hovis","84_20","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,21,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"lewin's honey eater, Harvest 1-5","C_Hovis","84_21","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,22,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"olive whistler, Harvest 1-5","C_Hovis","84_22","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,23,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pied currawong, Harvest 1-5","C_Hovis","84_23","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,24,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"plot bird, Harvest 1-5","C_Hovis","84_24","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,25,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pink robin, Harvest 1-5","C_Hovis","84_25","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,26,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Positive (beneficial)","Not evaluated",NA,"red wattlebird, Harvest 1-5","C_Hovis","84_26","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Beneficial","Not significant or unclear"
84,27,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rose robin, Harvest 1-5","C_Hovis","84_27","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,28,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rufous fantail, Harvest 1-5","C_Hovis","84_28","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,29,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"silvereye, Harvest 1-5","C_Hovis","84_29","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,30,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"spotted pardalot, Harvest 1-5","C_Hovis","84_30","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,31,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated pardalote, Harvest 1-5","C_Hovis","84_31","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,32,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated thronbill, Harvest 1-5","C_Hovis","84_32","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,33,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb fairy-wren, Harvest 1-5","C_Hovis","84_33","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,34,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb lyrebird, Harvest 1-5","C_Hovis","84_34","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,35,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-browed scrub wren, Harvest 1-5","C_Hovis","84_35","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,36,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-eared honey eater, Harvest 1-5","C_Hovis","84_36","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,37,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white naped honey eater, Harvest 1-5","C_Hovis","84_37","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,38,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-throated treecreeper, Harvest 1-5","C_Hovis","84_38","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,39,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"yellow-faced honey eater, Harvest 1-5","C_Hovis","84_39","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,40,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Bassian Thrush, Harvest 6-10","C_Hovis","84_40","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,41,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown-Headed honeyeater, Harvest 6-10","C_Hovis","84_41","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,42,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown Thronbill, Harvest 6-10","C_Hovis","84_42","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,43,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brush Cuckoo, Harvest 6-10","C_Hovis","84_43","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,44,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crescent honey eater, Harvest 6-10","C_Hovis","84_44","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,45,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crested shrike tit, Harvest 6-10","C_Hovis","84_45","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,46,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crimson rosella, Harvest 6-10","C_Hovis","84_46","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,47,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Eastern spinebill, Harvest 6-10","C_Hovis","84_47","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,48,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"eastern wipbird, Harvest 6-10","C_Hovis","84_48","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,49,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"easter yellow robin, Harvest 6-10","C_Hovis","84_49","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,50,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"fan-tailed cuckoo, Harvest 6-10","C_Hovis","84_50","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,51,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"flame robin, Harvest 6-10","C_Hovis","84_51","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,52,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"gang-gang cockatoo, Harvest 6-10","C_Hovis","84_52","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,53,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"golden whistler, Harvest 6-10","C_Hovis","84_53","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,54,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey currawong, Harvest 6-10","C_Hovis","84_54","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,55,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey fantail, Harvest 6-10","C_Hovis","84_55","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,56,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey shrike-thrush, Harvest 6-10","C_Hovis","84_56","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,57,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"laughing kookaburra, Harvest 6-10","C_Hovis","84_57","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,58,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"lewin's honey eater, Harvest 6-10","C_Hovis","84_58","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,59,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"olive whistler, Harvest 6-10","C_Hovis","84_59","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,60,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pied currawong, Harvest 6-10","C_Hovis","84_60","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,61,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"plot bird, Harvest 6-10","C_Hovis","84_61","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,62,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pink robin, Harvest 6-10","C_Hovis","84_62","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
84,63,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"red wattlebird, Harvest 6-10","C_Hovis","84_63","Terrestrial","Trade","AUS","AUS;ROW","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","Oceania","C_Hovis",NA,"Global (>100 countries)","Categorical","Logging ","No","","Sub-national (within-country region)","","functional trait and logging, spp richness (2 logging times), apparent occupancy by spp (2 logging times), apparent occupancy by spp with fire (2 logging times)","Oceania","Birds","Not significant or unclear","Not significant or unclear"
