"timestamp","coder_id","paper_id","year_pub","author","C1_biodiv","C2_meta","C3_quant","C4_study","meet_all_4","sup_check","comments","further_discuss","explicit_distant_impacts","explain_distant_impacts","status","abstract","title"
"2020-04-05 15:37:00","X_Wu",875,2018,"KELLY JANICE K",NA,NA,NA,"Observational study","No","No","This papar is about habitat selection of songbirds, not biodiversity.","","","","reject",NA,NA
"2020-04-09 17:56:39","E_Dean",882,2018,"MORI EMILIANO","Native rodent populations","Species invasion","Not quantified","Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-05-19 10:39:58","X_Wu",895,2018,"KANDEL PRATIKSHYA","Birds",NA,"Species","Review (not qualified for coding)","No","No","","","","","reject",NA,NA
"2020-04-14 12:11:23","K_Kapsar",902,2018,"COLLI LICIA","Water Buffalo",NA,"Genetic diversity ","Observational study","No","No","This paper looks at the genetic diversity of water buffalo worldwide and hypothesizes potential routes that they traveled to get to particular locations, but does not examine a telecoupling per se or the impact of a telecoupling on this diversity. ","No","No","","reject",NA,NA
"2020-04-23 17:15:42","C_Hovis",911,2018,"MALLELA JENNIE","Coral","None","Coral pop metrics","Experimental study","No","No Supplementary Material Provided","Reject, no apparent TC impact","","","","reject",NA,NA
"2020-04-05 18:14:31","X_Wu",920,2018,"PEREIRA JORGE M","Seabirds","Ship density, oil pollution risk",NA,"Observational study","No","No","","","","","reject",NA,NA
"2020-03-30 19:08:54","A_Torres",922,2018,"BHUIYAN MIRAJ AHMED","Biodiversity loss","foreign direct investment (FDI) inflows","Forest area and Global Environment Facility biodiversity index","Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","","No","Yes","Foreign direct investment by default involves a distant impact","reject",NA,NA
"2020-04-23 17:11:43","C_Hovis",923,2018,"FONSECA FABIANA N","None","Knowledge/Culture","None","Observational study","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-05-28 13:59:45","A_Herzberger",925,2018,"LIMA LUCIANO B","Invasive species ","aquaculture ",NA,"Review (not qualified for coding)","No","No","","","","","reject",NA,NA
"2020-03-19 14:34:08","E_Xing",929,2018,"GREEN D S","population size of spotted hyena and African lion","no","population size of spotted hyena and African lion","Observational study","No","No Supplementary Material Provided","population size of spotted hyena and African lion is influced by anthropogenic disturbance, such as pasture, not tourism","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-08-28 16:41:16","C_Hovis",934,2018,"GIBBS H LISLE","Snek",NA,"genetic diversity","Observational study","No","No","No tc impact. REJECT","No","No","","reject",NA,NA
"2020-03-16 14:46:56","MG_Chung",943,2018,"ROSHITH C M","phytoplankton community structure","the impacts of global climate change and sea level rise","phytoplankton biomass (the number of cells per litre of sample)","Review; Observational study","No","Yes","","","","","reject",NA,NA
"2020-03-16 14:59:16","MG_Chung",954,2018,"HOWARD CHRISTINE","77 species of common European-breeding birds","the impact of climate change on the migration distances of 77 species of common European-breeding birds","flight range (a measure of the distance that a species may have to travel during mirgration)","Modeling study (not qualified for coding)","No","Yes","","","","","reject",NA,NA
"2020-04-27 16:20:34","A_Herzberger",955,2018,"ESHOO PAUL FREDERICK",NA,"Ecotourism","socioeconomic  ","Observational study","No","No","","","","","reject",NA,NA
"2020-05-28 00:36:18","Y_Li",959,2018,"JONES BENJAMIN L","na","na","na","Observational study","No","Yes","","","","","reject",NA,NA
"2020-03-30 19:46:36","A_Torres",964,2018,"GABALDON CARMEN","dynamics of crustacean species",NA,"Fish productivity","Observational study","No","No","","No","No","this article is about carp pond management","reject",NA,NA
"2020-04-21 15:15:01","A_Herzberger",969,2018,"HOWELL E TODD","NA Algae ",NA,NA,"Observational study","No","No","","No","No","","reject",NA,NA
"2020-08-28 16:49:04","C_Hovis",986,2018,"DALE SVEIN","Bird","None","Bird pop","Observational study","No","No","Reject. No apparent TC impact on BD","No","No","","reject",NA,NA
"2020-04-16 16:39:39","C_Hovis",1026,2018,"TSUTSUI MASARU H","Arthorpod diversity",NA,"Richness","Observational study","No","Yes","Studied impact of Organic farming on arth div, but no apparent distant impact related to organic transition","","","","reject",NA,NA
"2020-04-14 12:18:15","K_Kapsar",1034,2018,"TRULL THOMAS W","NA - Foraminifera/Diatoms",NA,NA,"Observational study","No","No","","No","No","","reject",NA,NA
"2020-05-19 11:21:09","X_Wu",1074,2018,"IANNUCCI ALESSIO","Black rats","Invasive species",NA,"Observational study","No","No","This paper focus on the genetic diversity of invasive rats, not their impact on biodiversity.","","","","reject",NA,NA
"2020-04-28 23:19:36","Y_Zhang",1091,2018,"HOSSAIN ABU NASER MOHSIN","Tiger tracks","Human disturbance on tiger abundance (use tiger track as proxy)","Tiger tracks","Observational study","No","No Supplementary Material Provided","No quantified biodiversity metrics as expected in our criteria","No","No","","reject",NA,NA
"2020-05-28 00:51:54","Y_Li",1113,2018,"LOURES RAQUEL COELHO","fish","hydro dams","fish richness","Observational study","No","No Supplementary Material Provided","","No","Yes","","reject",NA,NA
"2020-04-11 15:08:59","E_Dean",1136,2018,"BAI MEI-LING","Waterbird communities","Not articulated in paper","Species richness, species mean density, species maximum density, Shannon diversity index, Pielou's evenness index","Observational study","No","Yes","","","","","reject",NA,NA
"2020-05-28 22:38:03","Y_Li",1139,2018,"GUO NAN",NA,NA,NA,"Experimental study","No","No Supplementary Material Provided","NOT relevant at all","","","","reject",NA,NA
"2020-03-17 16:17:53","Y_Dou",1198,2018,"ESPER-REYES KAREN A","Seed species diversity","Seed dispersal patterns generated by rivers","Seed species diversity","Observational study","No","No","this should be excluded.","","","","reject",NA,NA
"2020-04-11 15:12:49","E_Dean",1222,2018,"HENRIQUES R","Genetic diversity of dusky kob","No metacoupling identified","Genetic diversity quantified, not biodiversity","Observational study","No","Yes","","","","","reject",NA,NA
"2020-04-05 15:54:06","E_Dean",1227,2018,"PETERSON B J","No biodiversity metric","Species invasion","No biodiversity quantiification","Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-06-03 14:42:52","A_Herzberger",1229,2018,"MARKWELL KEVIN",NA,"tourism",NA,"Observational study","No","No","","","No","","reject",NA,NA
"2020-04-11 16:40:58","E_Dean",1253,2018,"CHETTRI PREM K","Plant community","Tourism","Rhododendron species richness","Observational study","No","Yes","","No","No","Authors mention tourism as a process that affects the Rhododendron community, however, there is not analysis. They do not relate tourism to biodiversity. They only recorded species present in the study area (no analysis).","reject",NA,NA
"2020-03-19 17:02:44","E_Xing",1254,2018,"LEVIN NOAM","biodiversity linkages","no","biodiversity linkages","Data analysis","No","No Supplementary Material Provided","transboundary management and cooperation to improve the marine biodiversity","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-04-21 15:19:10","A_Herzberger",1258,2018,"HARRIS PETER T","this paper is about ice",NA,NA,"Review (not qualified for coding)","No","No","","No","","","reject",NA,NA
"2020-04-14 13:05:31","E_Dean",1268,2018,"REDHEAD J W","Winter and breeding season abundance of farmland birds","No metacoupling identified","Abundance of winter season farmland bird species, abundance of breeding season farmland bird species","Observational study","No","Yes","","","","","reject",NA,NA
"2020-04-14 13:08:06","E_Dean",1290,2017,"FERNANDEZ DE CORDOVA JAVIER","Not available in English","Not available in English","Not available in English","Not available in English","No","Yes","Not available in English","","","","reject",NA,NA
"2020-05-28 22:49:06","Y_Li",1295,2017,"RICOTTA CARLO","plants","na","na","Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","not relevant","","","","reject",NA,NA
"2020-08-25 15:52:27","C_Hovis",1320,2017,"WRAITH JENNA","Orchid","Tourism",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","Reject. Does not quantify impact on BD pop, just if a spp is ""threatened"" (yes or no) by tourism based on IUCN categories.","No","Yes","","reject",NA,NA
"2020-03-18 16:53:12","Y_Dou",1328,2017,"LAU ANTHONY"," forest extent and newt demography","no","population size","Observational study","No","No","exclude","","","","reject",NA,NA
"2020-04-14 12:22:32","K_Kapsar",1337,2017,"SANCHEZ-PALENCIA YOLANDA",NA,"Organochlorine pesticide transfer",NA,"Observational study","No","No","","No","Yes","Transport of OCPs from distant locations. ","reject",NA,NA
"2020-04-10 09:02:29","A_Herzberger",1377,2017,"CAPINHA CESAR","global richness of alien amphibians and reptiles ","flows of alien amphibians and reptiles from native ranges","richness of established alien amphibians and reptiles","Observational study","No","Yes","","Yes","Yes","they looked the flows of the alien species from native ranges ","reject",NA,NA
"2020-04-28 23:46:15","Y_Zhang",1392,2017,"LACERDA DOS SANTOS NATALIA CARNEIRO","Fish","Dam construction on fish traits","fish traits","Observational study","No","Yes","No quantifiable biodiversity metrics","No","No","","reject",NA,NA
"2020-04-28 15:37:05","C_Hovis",1423,2017,"AHMED KANWER SHAHZAD","Beetle",NA,"Various","Observational study","No","No Supplementary Material Provided","Reject, no apparent TC impact on BD; just a survey of beetle biodiversity of an area","","","","reject",NA,NA
"2020-05-28 14:03:11","A_Herzberger",1473,2017,"MCMANAMAY RYAN A","Streams?","Urban cities on distant streams",NA,"Observational study","No","No","","","","","reject",NA,NA
"2020-08-28 16:38:31","C_Hovis",1482,2017,"BAUNI V V",NA,NA,NA,"?","No","No","Not in English. REJECT.","No","No","","reject",NA,NA
"2020-04-28 23:52:21","Y_Zhang",1491,2017,"TAYLEUR CATHERINE","Unclear","Certified agricultural lands impact on biodiversity","Unclear","Review (not qualified for coding)","No","Yes","","No","No","","reject",NA,NA
"2020-03-31 11:15:43","A_Torres",1492,2017,"MARKO VIKTOR","Abundance of beetles",NA,"Abundance of beetles","Observational study","No","No","It is a very local pericoupling, effects of landscape composition surrounding apple orchards on beetle abundance","No","No","","reject",NA,NA
"2020-04-29 00:06:37","Y_Zhang",1498,2017,"JANSEN SIMON","Spruce","Seed introduction through several ways (i.e. trade)","Unclear","Review (not qualified for coding)","No","Yes","","No","No","","reject",NA,NA
"2020-03-16 15:11:01","MG_Chung",1503,2017,"HYTTEBORN HAKAN","tree species","the effects of the spread of Dutch elm disease (DED) on tree dynamics","number, mortality, and longevity of tree species","Observational study","No","Yes","","","","","reject",NA,NA
"2020-04-29 00:11:56","Y_Zhang",1537,2017,"WALSH MICHAEL G","Flying fox","Human population imapct on flying fox niche","Niche modeling","Modeling study (using empirical data and not projected)","No","Yes","","No","No","","reject",NA,NA
"2020-03-19 20:19:11","X_Wu",1575,2017,"BENTZEN REBECCA",NA,"Oil development",NA,"Experimental study","No","No Supplementary Material Provided","This paper did not measure the biodiversity.","","","","reject",NA,NA
"2020-08-11 15:52:46","C_Hovis",1613,2017,"BEK DAVID",NA,"Trade",NA,"Observational study","No","No","Reject. Study not an empirical eval of biodiversity. Focus on socio economic impacts of sustainable flower harvest.","No","No","","reject",NA,NA
"2020-04-15 15:14:22","K_Kapsar",1661,2017,"SANTOS LUCAS PENNA SOARES","Birds",NA,"Diversity of birds hitting windows","Observational study","No","No","","No","No","","reject",NA,NA
"2020-05-01 13:48:59","E_Dean",1676,2017,"ROBICHAUD COURTNEY D","Bird communities during breeding season","Species invasion, however as discussed in lab meeting, there is no control or before/after groups to determine the role of species invasions in affecting biodiversity.","Bird abundance and diversity","Observational study","No","Yes","","No","No","Only describes phragmites as an invader of coastal-marsh lands and their effects on bird communities.","reject",NA,NA
"2020-03-19 21:52:57","E_Xing",1690,2017,"QUINTANA CATALINA","species number, frequency and abundance of vegetation","no","species number, frequency and abundance","Observational study","No","No","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-05-28 13:23:49","A_Herzberger",1697,2017,"SOFAER HELEN R","Exotic Plant abundance ","trade ","abundance of exotic plants ","Observational study","No","No","","","","","reject",NA,NA
"2020-05-28 22:54:59","Y_Li",1716,2017,"PAGANO M","na","na","na","Observational study","No","No Supplementary Material Provided","this is not relevant to any human-induced consequences but a totally natural  phenomenon; thus reject.","","","","reject",NA,NA
"2020-05-01 13:54:20","E_Dean",1717,2017,"PICKERING CATHERINE MARINA","Plant communities","Tourism, however the study does not examine control groups but rather than differences between formal and informal structures of trails used be tourists for recreation.","Plant cover, growth forms, species richness, species composition","Observational study","No","Yes","","","","","reject",NA,NA
"2020-04-29 00:22:01","Y_Zhang",1718,2017,"CHAUDHARY ABHISHEK","Multiple taxa of species","Wood consumption and trade impact on species extinction","species per million meter cubic of wood production","Simulation or Forecasting study (does not qualify for coding)","No","Yes","","No","No","","reject",NA,NA
"2020-05-19 11:43:03","X_Wu",1734,2017,"GUTIERREZ JORGE S","Helminth species richness",NA,"Species richness","Modeling study (using empirical data and not projected)","No","No","","","","","reject",NA,NA
"2020-04-29 00:32:05","Y_Zhang",1740,2017,"MCCLANAHAN TIMOTHY R","Coral reefs","Climate change impact on coral reefs and its ecosystem","Coral cover, number of genera, site susceptibility","Observational study","No","No Supplementary Material Provided","Climate change impact was too broad and vague","No","No","","reject",NA,NA
"2020-03-18 17:06:54","Y_Dou",1744,2017,"HAVASOVA MARIA","forest management on the spruce bark beetle population dynamics,","no","the spruce bark beetle population dynamics,","Observational study","No","No","excluded","","","","reject",NA,NA
"2020-03-19 20:40:21","X_Wu",1790,2017,"ASCHONITIS VASSILIS","Abundance of European eel","Aquaculture production and trade","Eel catches","Data analysis (not qualified for coding)","No","Yes","","","","","reject",NA,NA
"2020-03-19 22:01:13","E_Xing",1818,2017,"COWIE ROBERT H","Extinction of mollusks","many","number of Extinction","Review","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-03-31 14:48:51","A_Torres",1831,2017,"XIONG WEN",NA,"Species invasion",NA,"Review (not qualified for coding)","No","Yes","","No","Yes","source regions were the Atlantic, Pacific, Indo-Pacific, and Indian Oceans","reject",NA,NA
"2020-08-28 16:45:41","C_Hovis",1836,2017,"VALL-ILOSERA MIGUEL",NA,NA,NA,"Observational study","No","No","Reject. Only looking at trade volume, not impact on BD.","No","Yes","trade","reject",NA,NA
"2020-09-01 15:56:30","C_Hovis",1845,2017,"AL JAWAHERI RAAD","Dragonfly",NA,"stuff","Observational study","No","No Supplementary Material Provided","liming aims to restore fish populations, studies impacts on dragonflies. I don't think the tc component is apparent enough to be considered in our study. Reject.","No","No","liming aims to restore fish populations, studies impacts on dragonflies. I don't think the tc component is apparent enough to be considered in our study. Reject.","reject",NA,NA
"2020-04-03 10:33:09","X_Wu",1850,2017,"BHARATHI SHWETHA","Tree species diversity, structure",NA,"Species richness","Observational study","No","No Supplementary Material Provided","It is about the sacred groves, religion, not metacoupling ","","No","","reject",NA,NA
"2020-04-30 20:39:22","M_Lei",1860,2017,"LUNDMARK CARINA","No","knowledge communicaiton",NA,"Observational study","No","No","","No","No","","reject",NA,NA
"2020-04-15 16:06:02","K_Kapsar",1862,2017,"MENG FANQIAO",NA,"Agriculture?",NA,"Observational study","No","No","","No","No","","reject",NA,NA
"2020-04-29 11:20:57","Y_Zhang",1879,2017,"RAMIREZ-RESTREPO LORENA","Urban butterflies (Lepidoptera)","Urbanization impact on butterfly abundance and richness","Richness and abundance","Review (not qualified for coding)","No","No Supplementary Material Provided","Although this is a review paper not suitable for coding, it would provide good background information and should be considered by the literature review/introduction part team","Yes","No","","reject",NA,NA
"2020-04-30 20:41:45","M_Lei",1902,2017,"LOYAU ADELINE","No","Positive sentiment and knowledge",NA,"Observational study","No","No","","No","No","","reject",NA,NA
"2020-04-15 16:19:25","K_Kapsar",1907,2017,"GASPARELLA LORENZA",NA,NA,"Land use change?","Observational study","No","No","","No","No","","reject",NA,NA
"2020-04-27 16:38:25","A_Herzberger",1912,2017,"LEHIKOINEN PETTERI","bird abundance ","NA: different types of wetland management ","abundance","Experimental study","No","No","","","","","reject",NA,NA
"2020-05-28 23:07:46","Y_Li",1948,2017,"SANDSTROM VILMA","not specified","trade","species richness","Simulation or Forecasting study (does not qualify for coding)","No","Yes","modeled impacts of trade on biodiversity, but not a observed or experiment-based study. Rejected. ","","","","reject",NA,NA
"2020-04-29 18:12:23","A_Torres",1965,2017,"DESHA J NICOLE","Butterfly ",NA,"Species assemblage","Observational study","No","No","","","","","reject",NA,NA
"2020-03-31 14:07:57","A_Herzberger",1975,2017,"CHEN YIYONG","NA/Community and habitat change","invasive species","NA/# of invasive species","Review (not qualified for coding)","No","Yes","","No","Yes","fish were brought in for X reasons","reject",NA,NA
"2020-04-14 21:42:43","E_Xing",1999,2017,"HYLTON S","sharks and rays species list","no","no","Review","No","No Supplementary Material Provided","not included","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-03-31 14:55:08","A_Torres",2014,2017,"STREICH MATTHEW K","Red Snapper and the Associated Fish Community",NA,"fish populations","Observational study","No","No Supplementary Material Provided","Not a telecoupling paper. It assesses the local effects of a new artificial reef on fish populations.","No","No","","reject",NA,NA
"2020-04-29 17:49:14","Y_Zhang",2015,2017,"PIANA PITGORAS A","Fish","Unclear - no metacoupling effect was specifically detected.","abundance","Observational study","No","No Supplementary Material Provided","","No","No","","reject",NA,NA
"2020-04-14 23:45:25","E_Xing",2020,2017,"RAYA REY ANDREA N","no","tourism","no","Other","No","No Supplementary Material Provided","no quantity research on telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-09-01 17:35:26","C_Hovis",2036,2017,"HAKIM L",NA,NA,NA,"Observational study","No","No","Reject. No explict analysis of BD. ","No","No","","reject",NA,NA
"2020-05-19 11:46:03","X_Wu",2045,2017,"ARGANARAZ CARINA I","Spider",NA,"Species richness, abundance and composition","Observational study","No","No","This paper is about urbanization, not telecoupling.","","","","reject",NA,NA
"2020-08-25 15:04:47","C_Hovis",2046,2017,"DIMOBE K",NA,"Tourism",NA,"Observational study","No","No Supplementary Material Provided","Reject. Only looks at LULCC with no explicit connection to impact on biodiversity. States there is habitat degeneration but only reports increase frag or decrease heterogen. ","No","Yes","","reject",NA,NA
"2020-08-31 13:58:27","C_Hovis",2048,2017,"PARCHIZADEH JAMSHID","Mammals","Tourists",NA,"Observational study","No","No Supplementary Material Provided","Reject. The study is not able to differentiate between tourist presence and ecological factors determining the occurrence pattern of the spp","No","Yes","Tourism","reject",NA,NA
"2020-04-28 15:23:32","C_Hovis",2053,2017,"CARRASCO L ROMAN",NA,NA,NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-05-19 11:49:14","X_Wu",2082,2017,"RAISCHI M C",NA,NA,NA,"Observational study","No","No","This paper is about migration routes, not biodiversity","","","","reject",NA,NA
"2020-03-16 15:25:12","MG_Chung",2112,2017,"NORHAZRINA NIK","tropical moss species; liverwort and hornwort species","the impact of Pleistocene climage changes on tropical bryophytes","total beta diversity","Data analysis (not qualified for coding)","No","Yes","","","","","reject",NA,NA
"2020-05-24 16:03:42","A_Torres",2143,2017,"TURBELIN ANNA J","invasive species","invasive species","NA the paper assesses pathways of species introduction, no impacts on local biodiversity","Modeling study (using empirical data and not projected)","No","No","","","","","reject",NA,NA
"2020-04-05 16:00:31","E_Dean",2146,2017,"PACE MICHAEL L","Terrestrial biodiversity","Trade","No biodiversity quantification","Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-04-28 15:32:22","C_Hovis",2185,2016,"ALDANA MORENO ALEJANDRO",NA,NA,NA,"Not in English","No","No","Reject Not in English","","","","reject",NA,NA
"2020-04-27 16:35:22","C_Hovis",2186,2016,"AVALOS GERARDO","Bird",NA,"Bird stuff","Observational study","No","No Supplementary Material Provided","Reject bc no apparent telecoupling impact related to the road","No","No","","reject",NA,NA
"2020-04-14 23:57:58","E_Xing",2195,2016,"LINDENMAYER DAVID B","Bird species richness, the occurrence of larger-bodied and migratory bird species, and the occurrence of most individual bird species","no","no","Observational study","No","No","not telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-04-29 13:42:47","C_Hovis",2205,2016,"HOMAYOUN TANIA Z","Bird",NA,"community metrics","Observational study","No","No","Reject, no apparent distant impact assessed related to the urbanization:biodiversity relationship","","","","reject",NA,NA
"2020-09-01 16:00:32","C_Hovis",2210,2016,"AULIYA MARK",NA,NA,NA,"Review (not qualified for coding)","No","No","Reject. Review paper about reptile trade. ","No","Yes","","reject",NA,NA
"2020-05-29 12:53:53","A_Herzberger",2213,2016,"HAMBACK PETER A","spider diet","NA: stream open to ocean","spider diet ","Observational study","No","No","","","","","reject",NA,NA
"2020-08-27 18:04:58","C_Hovis",2214,2016,"VILLATORO FEDERICO J","None","Trade","None","Observational study","No","No","Really good telecoupling study but does not look at natural biodiversity pops","No","Yes","","reject",NA,NA
"2020-05-24 16:11:25","A_Torres",2221,2016,"MALIK MUHAMMAD ASAD SALEEM","NA (forest area is used as a proxy of biodiversity)","Tourism","Forest area, no focus on any taxa. Just using World Development Indicators of the World Bank","Modeling study (using empirical data and not projected)","No","No","","","","","reject",NA,NA
"2020-03-16 15:45:07","MG_Chung",2246,2016,"GRIDER JOHN F","bat species","NA; the impact of White-Nose Syndrome and wind energy facilities on winter activity of coastal plain populations of bat species","species richness ","Observational study","No","Yes","This paper did not include human-inference (no metacoupling processes).","","","","reject",NA,NA
"2020-03-31 14:58:23","A_Torres",2252,2016,"PAEZ-OSUNA F",NA,"climate change",NA,"Review (not qualified for coding)","No","No","","No","Yes","invasion of alien species, climate change","reject",NA,NA
"2020-03-17 11:44:57","MG_Chung",2293,2016,"REY MATIAS CARLOS ALEXANDRE","zoonotic bacterias in wild birds","NA; the frequency of Enterobacteriaceae in cloacal swab samples from 109 birds of the passerine and Psittacidae families","NA; they just measured the frequencies of microorganism among bird species.","Experimental study","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-04-28 10:13:09","K_Kapsar",2300,2016,"WANG YUANKUN","Chinese River Sturgeon","Hydroelectric Dam","Sturgeon spawning rate (reported from another study)","Observational study","No","No","","No","Yes","Hydroelectric power generation","reject",NA,NA
"2020-04-27 16:49:00","A_Herzberger",2306,2016,"HARRISON RHETT D","deforestation","hunting",NA,"Review (not qualified for coding)","No","No","","","","","reject",NA,NA
"2020-05-24 16:22:36","A_Torres",2316,2016,"ANTUNES ANDRE P","10 large-bodied mammals","international trade in furs and skins - commercial hunting","Harvesting rates, but not impacts on populations","Simulation or Forecasting study (does not qualify for coding)","No","No","","","","","reject",NA,NA
"2020-03-17 11:55:47","MG_Chung",2332,2016,"BENZ ROBIN A","elk (Cervus elaphus)","NA; the movement ecology of 54 young male elk","NA; elk captures and satellite telemetry data","Modeling study (not qualified for coding)","No","Yes","","","","","reject",NA,NA
"2020-04-29 22:44:11","Y_Zhang",2347,2016,"LOH TSE-LYNN","Seahorse","Implied trade impact on seahorse abundance (but no before and after comparison)","Seahorse abundance","Observational study","No","Yes","","No","No","","reject",NA,NA
"2020-09-01 16:16:45","C_Hovis",2373,2016,"NINA LIOGCHII",NA,NA,NA,"Observational study","No","No","Reject. Inventory of spp, no TC. Also a really poor quality paper. ","No","No","","reject",NA,NA
"2020-05-29 11:28:59","A_Herzberger",2384,2016,"KLEYNHANS ELIZABETH J","Yes","NA - CO2 rise ","Yes ","Observational study","No","No","","","","","reject",NA,NA
"2020-08-28 17:01:11","C_Hovis",2402,2016,"TATA HESTI L",NA,NA,NA,"Experimental study","No","No","Reject. Does not analyze biodiversity, looks at potential for domesticating a latex plant","No","No","","reject",NA,NA
"2020-04-15 16:22:58","K_Kapsar",2414,2016,"KLINGBEIL BRIAN T","birds",NA,"richness, phylogenetic and functional diversity","Observational study","No","No","","No","No","","reject",NA,NA
"2020-04-30 20:51:33","M_Lei",2421,2016,"HUISMAN JEROEN","European silver eel Anguilla anguilla migration in the North Sea","silver eel migration","Migratory routes and activity","Observational study","No","No","migration of a species on biodiversity but without human-interference","No","No","","reject",NA,NA
"2020-04-21 15:20:49","A_Herzberger",2426,2016,"MASON OLIVIA U","microbes ",NA,NA,"Observational study","No","No","","No","No","","reject",NA,NA
"2020-04-29 23:00:24","Y_Zhang",2427,2016,"SCHERER LAURA","Biodiversity","Water consumption impact on potential biodiversity loss through agriculture/trade","Potentially disappeared fraction of species (PDF)","Mixed: observational and modeling","No","Yes","A little confused","Yes","No","","reject",NA,NA
"2020-05-24 16:32:59","A_Torres",2473,2016,"TANG XUGUANG","wintering birds - Anseriformes","NA - just assessing land-use changes through time, not the specific impact of a telecoupling","habitat suitability","Modeling study (using empirical data and not projected)","No","No","","","","","reject",NA,NA
"2020-03-17 12:08:37","MG_Chung",2477,2016,"MCCLENACHAN LOREN","marine and terrestrial megafauna","the extinction risk of large-bodied animals traded in international luxury markets","Extinction risk was described by the binomial probability that a species was threatened, with LC and NT species assigned a score of 0, and VU, EN & CR species assigned a 1.","Data analysis (not qualified for coding)","No","Yes","","","","","reject",NA,NA
"2020-04-06 10:19:34","X_Wu",2489,2016,"SHAW EMILY C","Coral reef",NA,NA,"Observational study","No","No","This paper is about ocean acidification, no metacoupling process was metioned.","","","","reject",NA,NA
"2020-04-15 00:04:27","E_Xing",2494,2016,"THIEME MICHELE L","no","no","no","Observational study","No","No Supplementary Material Provided","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject",NA,NA
"2020-05-24 16:35:19","A_Torres",2501,2016,"HUANG SHANQIAN",NA,"pathogenic avian influenza virus (HPAIV) H5N1","local distribution of the H5N1 viruses","Observational study","No","No","","","","","reject",NA,NA
"2020-04-29 11:40:02","C_Hovis",2502,2016,"WAN JI-ZHONG",NA,"Invasive spp",NA,"Modeling study (using empirical data and not projected)","No","No","Reject,Does not measure actual impact on biodviersity (indentifies hotspots of potential plant invasion)","No","","","reject",NA,NA
"2020-08-28 16:56:45","C_Hovis",2504,2016,"DRONOVA IRYNA",NA,NA,NA,"Observational study","No","No","Reject. No TC impact on BD. Just natural landscape characteristics. ","No","No","","reject",NA,NA
"2020-04-06 10:23:17","X_Wu",2514,2016,"ZANDER PETER",NA,NA,NA,"Review (not qualified for coding)","No","No","This paper is about grain legume, not biodiversity, and it's a review.","","","","reject",NA,NA
"2020-04-05 15:20:17","E_Dean",2517,2016,"JONES NICHOLAS E","No biodiversity metric","Migration","No biodiversity metric","Observational study","No","No Supplementary Material Provided","","","","","reject",NA,NA
"2020-04-16 14:55:13","K_Kapsar",2537,2016,"CHEN YOLANDA H","Pests on agriculture and local biodiversity? ","Transfer of agricultural pests? ",NA,"Review (not qualified for coding)","No","No","","No","Yes","","reject",NA,NA
"2020-04-28 23:56:06","M_Lei",2547,2016,"SOUTY-GROSSET CATHERINE","The red swamp crayfish Procambarus clarkii in Europe: Impacts on aquatic ecosystems and human well-being","invasive crayfish","the amount of invasive crayfish","Review (not qualified for coding)","No","Yes","","No","No","","reject",NA,NA
"2020-04-16 15:02:24","K_Kapsar",2557,2016,"XU XINLIANG","NA land cover","Mining","Land cover change","Observational study","No","No","","No","No","","reject",NA,NA
"2020-03-18 14:54:54","A_Herzberger",2567,2016,"CHAUDHARY ABHISHEK","mammals, birds, amphibians and reptiles extinction","agriculture land use ","estimates of species loss ","Simulation or Forecasting study (does not qualify for coding)","No","Yes","","","","","reject",NA,NA
"2020-03-17 12:46:58","MG_Chung",2580,2016,"CHAUDHARY ABHISHEK","mammals, birds, amphibians, and reptiles","biodiversity loss due to global agriculture, pasture, and forest land use from a producer and consumer perspective","biodiversity impacts per crid cell (global species eq lost years)","Modeling study (not qualified for coding)","No","Yes","This study used species-area relationship (SAR) model. Countryside SAR predicts the number of species lost caused by all (cumulative) land uses within an ecoregion.","","","","reject",NA,NA
