"timestamp","coder_id","paper_id","year_pub","author","taxa_list","habitat","num_countries","list_countries","list_continents","scale_entire","num_time_pd","year_start","year_end","temp_res","temp_res_unk","meta_var_type","b4_dur_after","peri_tele_flows","tele_cat","peri_tele_sep","peri_tele_sep_unk","data_source_biodiv","data_source_meta","data_type_biodiv","data_type_meta","scale_biodiv","comments","num_biodiv_metrics","list_biodiv_metrics","further_discuss","biodiv_countries"
2020-05-13 00:05:00,"E_Xing","6321",2011,"SARMENTO","Invertebrates;Plants","Marine",1,"Brazil","South America","Sub-national (within-country region)",1,"2009","2009","Other","one time","Continuous","compare two kinds of sites","tourism","Tourism","No","na","Primary","Primary","biological","social","subnational","na","3","no such data in Chinese survey","No","no such data in Chinese survey"
2020-03-31 15:41:36,"A_Herzberger","6331",2011,"Vibrans","Plants/trees/shrubs","Terrestrial",NA,"Brazil","South America","Global (>100 countries)",1,"2007","2008","Unknown/Unclear","1 type period, comparing sites with disturbance","Categorical","","Logging, livestock and control ","Trade","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","2","species richness, regeneration ","No","Brazil"
2020-05-11 12:22:26,"R_Chen","6348",2011,"Sundermann","Invertebrates","Freshwater",NA,"1","Europe","Sub-national (within-country region)",2,"2007","2008","Annually","annual","Continuous","During","no peri or telecoupled flow","Technology Transfer","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Number of available benthic invertebrate samples","No","1"
2020-03-19 16:37:56,"MG_Chung","6396",2011,"Murphy","Invertebrates","Freshwater",2,"Belarus; Ukraine","Europe","International (within a continent; e.g., European Union)",1,"2003","2004","Annually","","Continuous","After","radiation exposure (137Cs activity concentration) after Chernobyl accident","Chernobyl Nuclear Power Plant","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","4","abundance of individuals; taxon richness; Berger-Parker dominance; Shannon-Wiener diversity","No",""
2020-03-20 10:30:03,"MG_Chung","6493",2011,"Suarez-Rubio","Birds","Terrestrial",NA,"USA","North America","Sub-national ((within-country region)",1,"2006","2006","Seasonally","","Categorical","After","comparison between forests (reference) and exurban development sites","Exurban development","No","","Primary","Secondary","Biological field observations","Remote sensing","Sub-national (within-country region)","","2","a multi-response permutation procedure (MRPP); species abundance","No",""
2020-04-05 17:20:38,"E_Dean","6502",2011,"Nocera","Birds","Terrestrial",NA,"Unclear","North America (includes Hawaii & all countries above Panama Canal)","International (within a continent; e.g., European Union)",3,NA,NA,"Unknown/Unclear","The study used datasets over 40 year period, but I do not know the temporal resolution of that data.","Continuous","After","Import and export of beef; amount of hay harvested","Trade","Yes","","Secondary","Secondary","Biological field observations","Aggregate institutional data","International (within a continent; e.g., European Union)","","21","Relative abundance of bird species","No","Unclear"
2020-04-21 11:50:35,"C_Hovis","6511",2011,"Gleditsch","Birds","Terrestrial",NA,"United States, Asia","North America (includes Hawaii & all countries above Panama Canal)","Intercontinental (> 2 continents)",1,"2009","2009","Seasonally","","Continuous","After","Invasive species abundance (Honeysuckle)","Species Dispersal","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","Bird spp reported as negatively correlated with invasive spp had an r2 0.047 and 0.018 but I believe these spp were negatively correlated with the NMS axis related to the invasive spp presence","6","Bird abundance for six spp","No","United States"
2020-04-06 16:45:22,"X_Wu","6820",2010,"Young","Birds","Terrestrial",NA,"St Lucia","North America (includes Hawaii & all countries above Panama Canal)","Unclear/unspecified",2,"2006","2007","Daily","","Categorical","During","","Tourism","No","","Primary","Primary","Biological field observations","Remote sensing","Sub-national (within-country region)","","1","Population","No","St Lucia"
2020-03-19 22:27:04,"X_Wu","6845",2010,"Juhasz","Invertebrates","Marine",1,"French Polynesia","Oceania (Australia, New Zealand, Fiji, etc)","Sub-national ((within-country region)",1,NA,NA,"Daily","","Categorical","After","","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","Species abundence","No",""
2020-04-30 21:43:31,"Y_Zhang","6948",2010,"Hvenegaard","Birds","Terrestrial, Marine",NA,"Unknown tourist source","South America","Unclear/unspecified",67,"2004","2004","Daily, Use explicit survey days","","Continuous","Before, After","Number of tourists","Tourism","No","","Primary","Secondary","Biological field observations","Aggregate institutional data","Sub-national (within-country region)","","1","[Log of ] Number of shorebirds by species","No","Brazil"
2020-05-12 12:01:04,"R_Chen","3790002",2019,"Liu","Plants/trees/shrubs","Terrestrial",NA,"1","Asia","Sub-national (within-country region)",1,NA,NA,"Unknown/Unclear","not mentioned","Continuous","After","established a regression model to explain the relationship between human interference and abun-dance of bryophytes in the five sinkholes,","Tourism","No","","Primary","Primary","Biological field observations","Field observations","Sub-national (within-country region)","","1","number of species","No","1"
2020-05-29 22:49:00,"Y_Li","813",2018,"Mantelatto","Plants/trees/shrubs","Marine",NA,"Brazil","South America","Sub-national (within-country region)",1,"2017","2017","Annually","","Continuous","","invasive species via trade","Trade, Species Dispersal","No","","Primary","Secondary","Biological field observations","Aggregate institutional data","Sub-national (within-country region)","","1","abundance","No","Brazil"
2020-03-20 10:47:15,"Y_Li","2222",2016,"Nishijima","Birds","Terrestrial",NA,"many","Unclear/unknown","Global (>100 countries)",4,"2000","2004","Annually","","Continuous","","wood trade. (ps: ""how do they quantify it"" is confusing here)","Trade","Unclear/Uncertain","if it is about trade among all counties, what coupling should it be?","Secondary","Secondary","Aggregate institutional data","Aggregate institutional data","Sub-national (within-country region)","","1","bird extinction risks (a repeat question, as this has been asked in survey #1)","No",""
